"","geneid","gene_name"
"3123","FBgn0038857","Bdbt"
"3124","FBgn0038858","CG5793"
"3125","FBgn0038861","CG7009"
"3126","FBgn0038865","cDIP"
"3127","FBgn0038868","CG5862"
"3128","FBgn0038869","Smyd5"
"3129","FBgn0038870","Oga"
"3130","FBgn0038871","CG3337"
"3131","FBgn0038876","Idi"
"3132","FBgn0038877","CG3308"
"3133","FBgn0038878","CG3301"
"3134","FBgn0038881","CG16791"
"3135","FBgn0038890","CG7956"
"3136","FBgn0038893","Archease"
"3137","FBgn0038897","CG5849"
"3138","FBgn0038903","RpI12"
"3139","FBgn0038912","CG6656"
"3140","FBgn0038914","fit"
"3141","FBgn0038922","Idh3b"
"3142","FBgn0038923","mRpL35"
"3143","FBgn0038924","CG6028"
"3144","FBgn0038930","BomT3"
"3145","FBgn0038938","CG7084"
"3146","FBgn0038947","Sar1"
"3147","FBgn0038950","CG5382"
"3148","FBgn0038951","CG5380"
"3149","FBgn0038953","CG18596"
"3150","FBgn0038961","CG13850"
"3151","FBgn0038964","Nop56"
"3152","FBgn0038965","mats"
"3153","FBgn0038966","pinta"
"3154","FBgn0038972","CG7054"
"3155","FBgn0038974","CG5377"
"3156","FBgn0038976","Pfdn5"
"3157","FBgn0038981","CG5346"
"3158","FBgn0038984","AdipoR"
"3159","FBgn0038989","CG6937"
"3160","FBgn0039008","CG6972"
"3161","FBgn0039020","CG17141"
"3162","FBgn0039022","Nepl13"
"3163","FBgn0039023","Nepl14"
"3164","FBgn0039024","Nepl15"
"3165","FBgn0039030","CG6660"
"3166","FBgn0039031","Gbp3"
"3167","FBgn0039040","CG13833"
"3168","FBgn0039043","CG17121"
"3169","FBgn0039044","p53"
"3170","FBgn0039045","CG17119"
"3171","FBgn0039048","CG17111"
"3172","FBgn0039049","CG6726"
"3173","FBgn0039052","CG6733"
"3174","FBgn0039056","CenB1A"
"3175","FBgn0039065","Rad60"
"3176","FBgn0039068","CG13827"
"3177","FBgn0039073","CG4408"
"3178","FBgn0039081","Irk2"
"3179","FBgn0039098","GILT3"
"3180","FBgn0039099","GILT2"
"3181","FBgn0039102","SPE"
"3182","FBgn0039109","CG10365"
"3183","FBgn0039111","PTPMT1"
"3184","FBgn0039112","SdhD"
"3185","FBgn0039113","udt"
"3186","FBgn0039114","Lsd-1"
"3187","FBgn0039115","CG10214"
"3188","FBgn0039116","CG10375"
"3189","FBgn0039117","tst"
"3190","FBgn0039125","Ndc1"
"3191","FBgn0039130","CG5854"
"3192","FBgn0039131","CG12268"
"3193","FBgn0039132","AP-1sigma"
"3194","FBgn0039135","CG13603"
"3195","FBgn0039136","CG5902"
"3196","FBgn0039140","Miro"
"3197","FBgn0039145","CG6000"
"3198","FBgn0039149","CG18428"
"3199","FBgn0039151","CG13607"
"3200","FBgn0039152","Root"
"3201","FBgn0039153","GatB"
"3202","FBgn0039156","CG6178"
"3203","FBgn0039157","Myo95E"
"3204","FBgn0039158","TBC1d7"
"3205","FBgn0039159","mRpS24"
"3206","FBgn0039160","CG5510"
"3207","FBgn0039163","CG5515"
"3208","FBgn0039165","CG6204"
"3209","FBgn0039182","CG5728"
"3210","FBgn0039183","Dis3"
"3211","FBgn0039184","CG6432"
"3212","FBgn0039187","CG6454"
"3213","FBgn0039188","Golgin84"
"3214","FBgn0039204","CG6607"
"3215","FBgn0039205","CG13623"
"3216","FBgn0039209","REPTOR"
"3217","FBgn0039213","atl"
"3218","FBgn0039218","Rpb10"
"3219","FBgn0039219","CG13630"
"3220","FBgn0039226","Ude"
"3221","FBgn0039233","CG7006"
"3222","FBgn0039238","CG7016"
"3223","FBgn0039241","CG11089"
"3224","FBgn0039249","CG11168"
"3225","FBgn0039252","CG11771"
"3226","FBgn0039254","Nmnat"
"3227","FBgn0039259","EMC6"
"3228","FBgn0039260","Smg6"
"3229","FBgn0039265","CG11790"
"3230","FBgn0039266","CG11791"
"3231","FBgn0039269","veli"
"3232","FBgn0039270","PQBP1"
"3233","FBgn0039274","CG11920"
"3234","FBgn0039280","Mocs2B"
"3235","FBgn0039290","CG13654"
"3236","FBgn0039291","CG13663"
"3237","FBgn0039293","Alg9"
"3238","FBgn0039296","Sil1"
"3239","FBgn0039297","CG11852"
"3240","FBgn0039300","RpS27"
"3241","FBgn0039302","Nup358"
"3242","FBgn0039303","CG11857"
"3243","FBgn0039304","CG10425"
"3244","FBgn0039305","CG11858"
"3245","FBgn0039306","RIOK2"
"3246","FBgn0039311","CG10513"
"3247","FBgn0039312","CG10514"
"3248","FBgn0039313","CG11892"
"3249","FBgn0039321","CG10550"
"3250","FBgn0039324","CG10553"
"3251","FBgn0039325","CG10560"
"3252","FBgn0039326","CG10562"
"3253","FBgn0039328","CHKov2"
"3254","FBgn0039335","Vps33B"
"3255","FBgn0039337","MED28"
"3256","FBgn0039341","CG5112"
"3257","FBgn0039349","Ssadh"
"3258","FBgn0039356","CG5039"
"3259","FBgn0039359","RpL27"
"3260","FBgn0039360","CLS"
"3261","FBgn0039381","SppL"
"3262","FBgn0039402","Vps2"
"3263","FBgn0039405","PIG-P"
"3264","FBgn0039417","CG6073"
"3265","FBgn0039419","CG12290"
"3266","FBgn0039430","CG5455"
"3267","FBgn0039452","CG14245"
"3268","FBgn0039461","CG5500"
"3269","FBgn0039464","CG6330"
"3270","FBgn0039467","CG14253"
"3271","FBgn0039481","Cpr97Eb"
"3272","FBgn0039483","CG14259"
"3273","FBgn0039485","CG17189"
"3274","FBgn0039486","CAH9"
"3275","FBgn0039494","grass"
"3276","FBgn0039495","CG5909"
"3277","FBgn0039507","mrt"
"3278","FBgn0039509","bigmax"
"3279","FBgn0039519","Cyp6a18"
"3280","FBgn0039525","CG5646"
"3281","FBgn0039529","CG5612"
"3282","FBgn0039531","CG5611"
"3283","FBgn0039537","CG5590"
"3284","FBgn0039543","CROT"
"3285","FBgn0039555","mRpS22"
"3286","FBgn0039557","CG12259"
"3287","FBgn0039558","BCAS2"
"3288","FBgn0039561","mfrn"
"3289","FBgn0039564","Nep7"
"3290","FBgn0039565","CG4884"
"3291","FBgn0039566","CG4849"
"3292","FBgn0039580","Gfat2"
"3293","FBgn0039588","mIF2"
"3294","FBgn0039589","CG9986"
"3295","FBgn0039593","Sid"
"3296","FBgn0039594","snu"
"3297","FBgn0039600","CG1646"
"3298","FBgn0039601","CG1523"
"3299","FBgn0039611","Nepl18"
"3300","FBgn0039612","Nepl19"
"3301","FBgn0039620","wat"
"3302","FBgn0039626","Slu7"
"3303","FBgn0039627","CG11837"
"3304","FBgn0039628","CG11841"
"3305","FBgn0039629","CG11842"
"3306","FBgn0039630","CG11843"
"3307","FBgn0039634","alpha-Man-Ib"
"3308","FBgn0039635","Pdhb"
"3309","FBgn0039636","Atg14"
"3310","FBgn0039639","CG14512"
"3311","FBgn0039641","CG14511"
"3312","FBgn0039642","CG11882"
"3313","FBgn0039650","Mesh1"
"3314","FBgn0039656","CG11951"
"3315","FBgn0039664","CG2006"
"3316","FBgn0039667","FipoQ"
"3317","FBgn0039668","Trc8"
"3318","FBgn0039674","CG1907"
"3319","FBgn0039678","Obp99a"
"3320","FBgn0039681","CG7582"
"3321","FBgn0039682","Obp99c"
"3322","FBgn0039684","Obp99d"
"3323","FBgn0039685","Obp99b"
"3324","FBgn0039689","CIA30"
"3325","FBgn0039690","Gnpnat"
"3326","FBgn0039691","IntS11"
"3327","FBgn0039697","CG7834"
"3328","FBgn0039698","CG7789"
"3329","FBgn0039702","Vps16B"
"3330","FBgn0039705","Atg16"
"3331","FBgn0039711","CG7824"
"3332","FBgn0039713","RpS8"
"3333","FBgn0039714","Zip99C"
"3334","FBgn0039719","CG15515"
"3335","FBgn0039726","eIF2Balpha"
"3336","FBgn0039730","CG7903"
"3337","FBgn0039732","CG15525"
"3338","FBgn0039735","Nph"
"3339","FBgn0039737","CG7920"
"3340","FBgn0039738","Mgat2"
"3341","FBgn0039743","Jasper"
"3342","FBgn0039748","CG15529"
"3343","FBgn0039751","CG1983"
"3344","FBgn0039755","CG15531"
"3345","FBgn0039756","CG9743"
"3346","FBgn0039757","RpS7"
"3347","FBgn0039764","CG15535"
"3348","FBgn0039766","CG15536"
"3349","FBgn0039776","PH4alphaEFB"
"3350","FBgn0039787","CG9702"
"3351","FBgn0039789","CG9717"
"3352","FBgn0039790","CG2246"
"3353","FBgn0039800","Npc2g"
"3354","FBgn0039801","Npc2h"
"3355","FBgn0039802","dj-1beta"
"3356","FBgn0039805","Cpr100A"
"3357","FBgn0039807","CG15546"
"3358","FBgn0039817","CG15553"
"3359","FBgn0039820","CG15554"
"3360","FBgn0039821","CG15556"
"3361","FBgn0039827","CG1544"
"3362","FBgn0039828","CG1542"
"3363","FBgn0039835","mRpL32"
"3364","FBgn0039844","CG1607"
"3365","FBgn0039854","CG1635"
"3366","FBgn0039856","CG1774"
"3367","FBgn0039857","RpL6"
"3368","FBgn0039858","CycG"
"3369","FBgn0039867","CstF50"
"3370","FBgn0039868","CG11563"
"3371","FBgn0039870","CG1896"
"3372","FBgn0039872","salt"
"3373","FBgn0039873","Smvt"
"3374","FBgn0039875","sip3"
"3375","FBgn0039877","Mccc1"
"3376","FBgn0039881","CG1971"
"3377","FBgn0039882","Rift"
"3378","FBgn0039889","Arl4"
"3379","FBgn0039890","ABCD"
"3380","FBgn0039897","CG1674"
"3381","FBgn0039902","Zip102B"
"3382","FBgn0039904","Hcf"
"3383","FBgn0039908","Asator"
"3384","FBgn0039909","ND-49"
"3385","FBgn0039914","mav"
"3386","FBgn0039920","CG11360"
"3387","FBgn0039923","MED26"
"3388","FBgn0039924","PIP4K"
"3389","FBgn0039927","CG11155"
"3390","FBgn0039928","Cals"
"3391","FBgn0039929","CG11076"
"3392","FBgn0039930","CG11077"
"3393","FBgn0039938","Sox102F"
"3394","FBgn0039942","CG17163"
"3395","FBgn0039955","CG41099"
"3396","FBgn0039965","Coa7"
"3397","FBgn0039966","Rab21"
"3398","FBgn0039969","Fis1"
"3399","FBgn0039977","CG17454"
"3400","FBgn0039993","CG17691"
"3401","FBgn0040005","CG17883"
"3402","FBgn0040007","RpL38"
"3403","FBgn0040010","CG17493"
"3404","FBgn0040056","CG17698"
"3405","FBgn0040064","yip2"
"3406","FBgn0040066","wds"
"3407","FBgn0040070","Trx-2"
"3408","FBgn0040071","tara"
"3409","FBgn0040075","rept"
"3410","FBgn0040077","primo-1"
"3411","FBgn0040078","pont"
"3412","FBgn0040079","pkaap"
"3413","FBgn0040087","p115"
"3414","FBgn0040089","meso18E"
"3415","FBgn0040096","lectin-33A"
"3416","FBgn0040099","lectin-28C"
"3417","FBgn0040102","lectin-24Db"
"3418","FBgn0040206","krz"
"3419","FBgn0040207","kat80"
"3420","FBgn0040211","hgo"
"3421","FBgn0040228","DCTN5-p25"
"3422","FBgn0040234","c12.2"
"3423","FBgn0040235","c12.1"
"3424","FBgn0040238","Best1"
"3425","FBgn0040239","bc10"
"3426","FBgn0040256","Ugt35C1"
"3427","FBgn0040260","Ugt37D1"
"3428","FBgn0040271","Sulf1"
"3429","FBgn0040273","Spt5"
"3430","FBgn0040297","Nhe2"
"3431","FBgn0040321","GNBP3"
"3432","FBgn0040323","GNBP1"
"3433","FBgn0040324","Ephrin"
"3434","FBgn0040334","Tsp3A"
"3435","FBgn0040337","CG3021"
"3436","FBgn0040339","MED22"
"3437","FBgn0040340","TRAM"
"3438","FBgn0040346","CG3704"
"3439","FBgn0040349","CG3699"
"3440","FBgn0040350","CG3690"
"3441","FBgn0040377","Vha36-3"
"3442","FBgn0040382","CG5273"
"3443","FBgn0040383","CG5254"
"3444","FBgn0040384","CG32795"
"3445","FBgn0040389","mRpL14"
"3446","FBgn0040394","CG16903"
"3447","FBgn0040395","Unc-76"
"3448","FBgn0040397","CG3655"
"3449","FBgn0040398","CG14629"
"3450","FBgn0040466","Dlip2"
"3451","FBgn0040475","SH3PX1"
"3452","FBgn0040503","CG7763"
"3453","FBgn0040512","zetaCOP"
"3454","FBgn0040529","COX7A"
"3455","FBgn0040531","CG11741"
"3456","FBgn0040532","CG8369"
"3457","FBgn0040534","Sf3b5"
"3458","FBgn0040551","CG11686"
"3459","FBgn0040575","CG15922"
"3460","FBgn0040582","BomBc3"
"3461","FBgn0040588","CG13841"
"3462","FBgn0040606","CG6503"
"3463","FBgn0040634","CG4186"
"3464","FBgn0040636","CG13255"
"3465","FBgn0040650","CG15456"
"3466","FBgn0040653","IM4"
"3467","FBgn0040658","CG13516"
"3468","FBgn0040660","CG13551"
"3469","FBgn0040666","CG12848"
"3470","FBgn0040715","CG15386"
"3471","FBgn0040717","Nplp4"
"3472","FBgn0040718","CG15353"
"3473","FBgn0040733","BomS6"
"3474","FBgn0040734","BomS5"
"3475","FBgn0040735","BomT2"
"3476","FBgn0040736","BomS3"
"3477","FBgn0040751","CG13018"
"3478","FBgn0040752","Prosap"
"3479","FBgn0040754","CG17059"
"3480","FBgn0040773","COX7C"
"3481","FBgn0040777","CG14767"
"3482","FBgn0040786","CG14104"
"3483","FBgn0040793","CG7630"
"3484","FBgn0040827","CG13315"
"3485","FBgn0040837","CG8620"
"3486","FBgn0040850","CG15210"
"3487","FBgn0040907","mRpL33"
"3488","FBgn0040931","CG9034"
"3489","FBgn0040942","CG12643"
"3490","FBgn0040968","CG14933"
"3491","FBgn0040972","CG16978"
"3492","FBgn0040985","CG6115"
"3493","FBgn0040992","CG10570"
"3494","FBgn0040993","CG17325"
"3495","FBgn0041004","CG17715"
"3496","FBgn0041096","rols"
"3497","FBgn0041100","park"
"3498","FBgn0041150","hoe1"
"3499","FBgn0041174","Vhl"
"3500","FBgn0041180","Tep4"
"3501","FBgn0041181","Tep3"
"3502","FBgn0041182","Tep2"
"3503","FBgn0041184","Socs36E"
"3504","FBgn0041191","Rheb"
"3505","FBgn0041194","Prat2"
"3506","FBgn0041205","key"
"3507","FBgn0041210","HDAC4"
"3508","FBgn0041342","Pcyt1"
"3509","FBgn0041579","AttC"
"3510","FBgn0041581","AttB"
"3511","FBgn0041588","eIF2D"
"3512","FBgn0041605","cpx"
"3513","FBgn0041627","Ku80"
"3514","FBgn0041629","Hexo2"
"3515","FBgn0041630","Hexo1"
"3516","FBgn0041712","yellow-d"
"3517","FBgn0041713","yellow-c"
"3518","FBgn0041720","snRNA:U2:34ABc"
"3519","FBgn0041789","Pax"
"3520","FBgn0042083","Mccc2"
"3521","FBgn0042092","CG13773"
"3522","FBgn0042094","Adk3"
"3523","FBgn0042111","CG18766"
"3524","FBgn0042119","Cpr65Au"
"3525","FBgn0042125","CG18787"
"3526","FBgn0042127","CG18789"
"3527","FBgn0042129","OS9"
"3528","FBgn0042135","Gdap2"
"3529","FBgn0042138","CG18815"
"3530","FBgn0042177","Arts"
"3531","FBgn0042178","Apl"
"3532","FBgn0042213","CG18731"
"3533","FBgn0042627","FASN2"
"3534","FBgn0042641","frc"
"3535","FBgn0042712","HBS1"
"3536","FBgn0043070","MESK2"
"3537","FBgn0043364","cbt"
"3538","FBgn0043456","Ndf"
"3539","FBgn0043457","CG5180"
"3540","FBgn0043534","Obp57b"
"3541","FBgn0043535","Obp57a"
"3542","FBgn0043575","PGRP-SC2"
"3543","FBgn0043578","PGRP-SB1"
"3544","FBgn0043783","CG32444"
"3545","FBgn0043792","CG30427"
"3546","FBgn0043806","CG32032"
"3547","FBgn0043841","vir-1"
"3548","FBgn0043903","dome"
"3549","FBgn0044011","Spn43Ad"
"3550","FBgn0044020","Roc2"
"3551","FBgn0044030","mRpS14"
"3552","FBgn0044047","Ilp6"
"3553","FBgn0044324","Chro"
"3554","FBgn0044452","Atg2"
"3555","FBgn0044511","mRpS21"
"3556","FBgn0044810","TotX"
"3557","FBgn0044812","TotC"
"3558","FBgn0044871","Gos28"
"3559","FBgn0045064","bwa"
"3560","FBgn0045761","CHKov1"
"3561","FBgn0045800","Uhg1"
"3562","FBgn0045823","vsg"
"3563","FBgn0045842","yuri"
"3564","FBgn0045866","bai"
"3565","FBgn0046114","Gclm"
"3566","FBgn0046247","CG5938"
"3567","FBgn0046296","DEF8"
"3568","FBgn0046687","Tre1"
"3569","FBgn0046692","Stlk"
"3570","FBgn0046763","CG17278"
"3571","FBgn0046874","Pif1B"
"3572","FBgn0046876","Obp83ef"
"3573","FBgn0046878","Obp83cd"
"3574","FBgn0046999","CG6429"
"3575","FBgn0047038","ND-13B"
"3576","FBgn0047095","CG33939"
"3577","FBgn0047114","CG31142"
"3578","FBgn0047135","CG32276"
"3579","FBgn0047178","CG32147"
"3580","FBgn0050008","CG30008"
"3581","FBgn0050011","gem"
"3582","FBgn0050016","CG30016"
"3583","FBgn0050021","metro"
"3584","FBgn0050022","CG30022"
"3585","FBgn0050026","CG30026"
"3586","FBgn0050035","Tret1-1"
"3587","FBgn0050042","Cpr49Ab"
"3588","FBgn0050046","CG30046"
"3589","FBgn0050051","Tmem18"
"3590","FBgn0050055","lncRNA:CR30055"
"3591","FBgn0050062","CG30062"
"3592","FBgn0050083","CG30083"
"3593","FBgn0050089","CG30089"
"3594","FBgn0050093","COX6AL"
"3595","FBgn0050094","CG30094"
"3596","FBgn0050108","CG30108"
"3597","FBgn0050115","GEFmeso"
"3598","FBgn0050147","Hil"
"3599","FBgn0050148","CG30148"
"3600","FBgn0050154","CG30154"
"3601","FBgn0050197","CG30197"
"3602","FBgn0050269","CG30269"
"3603","FBgn0050280","CG30280"
"3604","FBgn0050281","CG30281"
"3605","FBgn0050285","CG30285"
"3606","FBgn0050290","Ppcdc"
"3607","FBgn0050291","CG30291"
"3608","FBgn0050296","RIC-3"
"3609","FBgn0050342","Prp38"
"3610","FBgn0050344","CG30344"
"3611","FBgn0050345","CG30345"
"3612","FBgn0050349","CG30349"
"3613","FBgn0050359","Mal-A5"
"3614","FBgn0050371","CG30371"
"3615","FBgn0050372","Asap"
"3616","FBgn0050373","CG30373"
"3617","FBgn0050382","CG30382"
"3618","FBgn0050392","CG30392"
"3619","FBgn0050394","CG30394"
"3620","FBgn0050404","Tango11"
"3621","FBgn0050410","Rpi"
"3622","FBgn0050421","Usp15-31"
"3623","FBgn0050424","CG30424"
"3624","FBgn0050428","CG30428"
"3625","FBgn0050431","CG30431"
"3626","FBgn0050443","Opbp"
"3627","FBgn0050460","CG30460"
"3628","FBgn0050476","ave"
"3629","FBgn0050489","Cyp12d1-p"
"3630","FBgn0050491","CG30491"
"3631","FBgn0050493","Coq9"
"3632","FBgn0050496","CG30496"
"3633","FBgn0050499","Rpe"
"3634","FBgn0051005","qless"
"3635","FBgn0051038","CG31038"
"3636","FBgn0051040","Cog7"
"3637","FBgn0051064","CG31064"
"3638","FBgn0051072","Lerp"
"3639","FBgn0051075","CG31075"
"3640","FBgn0051092","LpR2"
"3641","FBgn0051098","CG31098"
"3642","FBgn0051100","CG31100"
"3643","FBgn0051103","CG31103"
"3644","FBgn0051106","CG31106"
"3645","FBgn0051116","ClC-a"
"3646","FBgn0051145","CG31145"
"3647","FBgn0051155","Rpb7"
"3648","FBgn0051157","CG31157"
"3649","FBgn0051183","CG31183"
"3650","FBgn0051184","LSm3"
"3651","FBgn0051189","CG31189"
"3652","FBgn0051198","CG31198"
"3653","FBgn0051199","CG31199"
"3654","FBgn0051200","CG31200"
"3655","FBgn0051205","CG31205"
"3656","FBgn0051207","CG31207"
"3657","FBgn0051211","CG31211"
"3658","FBgn0051217","modSP"
"3659","FBgn0051223","CG31223"
"3660","FBgn0051229","CG31229"
"3661","FBgn0051248","CG31248"
"3662","FBgn0051249","CG31249"
"3663","FBgn0051272","CG31272"
"3664","FBgn0051288","CG31288"
"3665","FBgn0051300","CG31300"
"3666","FBgn0051301","CG31301"
"3667","FBgn0051313","CG31313"
"3668","FBgn0051321","CG31321"
"3669","FBgn0051324","CG31324"
"3670","FBgn0051326","CG31326"
"3671","FBgn0051344","CG31344"
"3672","FBgn0051357","CG31357"
"3673","FBgn0051360","CG31360"
"3674","FBgn0051370","CG31370"
"3675","FBgn0051373","CG31373"
"3676","FBgn0051374","sals"
"3677","FBgn0051390","MED7"
"3678","FBgn0051414","Gba1b"
"3679","FBgn0051436","CG31436"
"3680","FBgn0051450","mRpS18A"
"3681","FBgn0051460","CG31460"
"3682","FBgn0051469","CG31469"
"3683","FBgn0051472","sgll"
"3684","FBgn0051522","CG31522"
"3685","FBgn0051523","CG31523"
"3686","FBgn0051547","NKCC"
"3687","FBgn0051548","CG31548"
"3688","FBgn0051549","CG31549"
"3689","FBgn0051633","CG31633"
"3690","FBgn0051637","CG31637"
"3691","FBgn0051648","CG31648"
"3692","FBgn0051663","CG31663"
"3693","FBgn0051673","CG31673"
"3694","FBgn0051674","CG31674"
"3695","FBgn0051675","CG31675"
"3696","FBgn0051676","CG31676"
"3697","FBgn0051694","CG31694"
"3698","FBgn0051704","CG31704"
"3699","FBgn0051710","CG31710"
"3700","FBgn0051713","Apf"
"3701","FBgn0051715","CG31715"
"3702","FBgn0051717","CG31717"
"3703","FBgn0051719","RluA-1"
"3704","FBgn0051729","CG31729"
"3705","FBgn0051777","CG31777"
"3706","FBgn0051778","CG31778"
"3707","FBgn0051781","lncRNA:CR31781"
"3708","FBgn0051793","CG31793"
"3709","FBgn0051800","CG31800"
"3710","FBgn0051826","CG31826"
"3711","FBgn0051832","CG31832"
"3712","FBgn0051855","CG31855"
"3713","FBgn0051864","Qtzl"
"3714","FBgn0051865","Ada1-1"
"3715","FBgn0051908","CG31908"
"3716","FBgn0051915","CG31915"
"3717","FBgn0051922","CG31922"
"3718","FBgn0051935","CG31935"
"3719","FBgn0051950","Sbat"
"3720","FBgn0051957","CG31957"
"3721","FBgn0051997","CG31997"
"3722","FBgn0051999","CG31999"
"3723","FBgn0052000","anne"
"3724","FBgn0052016","4E-T"
"3725","FBgn0052022","CG32022"
"3726","FBgn0052023","CG32023"
"3727","FBgn0052024","CG32024"
"3728","FBgn0052039","CG32039"
"3729","FBgn0052056","scramb1"
"3730","FBgn0052062","Rbfox1"
"3731","FBgn0052068","Adi1"
"3732","FBgn0052075","CG32075"
"3733","FBgn0052076","Alg10"
"3734","FBgn0052082","IRSp53"
"3735","FBgn0052091","CG32091"
"3736","FBgn0052099","CG32099"
"3737","FBgn0052109","CG32109"
"3738","FBgn0052137","CG32137"
"3739","FBgn0052163","CG32163"
"3740","FBgn0052170","CG32170"
"3741","FBgn0052174","Coq4"
"3742","FBgn0052190","NUCB1"
"3743","FBgn0052191","CG32191"
"3744","FBgn0052195","CG32195"
"3745","FBgn0052196","CG32196"
"3746","FBgn0052202","CG32202"
"3747","FBgn0052218","lncRNA:CR32218"
"3748","FBgn0052221","CG32221"
"3749","FBgn0052230","ND-MLRQ"
"3750","FBgn0052250","PMP34"
"3751","FBgn0052262","CG32262"
"3752","FBgn0052264","CG32264"
"3753","FBgn0052267","CG32267"
"3754","FBgn0052278","CG32278"
"3755","FBgn0052280","CG32280"
"3756","FBgn0052282","Drsl4"
"3757","FBgn0052311","zormin"
"3758","FBgn0052344","CG32344"
"3759","FBgn0052369","CG32369"
"3760","FBgn0052380","SMSr"
"3761","FBgn0052407","CG32407"
"3762","FBgn0052409","CG32409"
"3763","FBgn0052418","vito"
"3764","FBgn0052425","CG32425"
"3765","FBgn0052428","CG32428"
"3766","FBgn0052441","EMC10"
"3767","FBgn0052442","Arv1"
"3768","FBgn0052446","Atox1"
"3769","FBgn0052448","CG32448"
"3770","FBgn0052451","SPoCk"
"3771","FBgn0052473","CG32473"
"3772","FBgn0052476","mthl14"
"3773","FBgn0052485","CG32485"
"3774","FBgn0052512","CG32512"
"3775","FBgn0052521","CG32521"
"3776","FBgn0052528","parvin"
"3777","FBgn0052536","CG32536"
"3778","FBgn0052537","CG32537"
"3779","FBgn0052549","CG32549"
"3780","FBgn0052573","CG32573"
"3781","FBgn0052576","CG32576"
"3782","FBgn0052579","CG32579"
"3783","FBgn0052590","CG32590"
"3784","FBgn0052594","be"
"3785","FBgn0052626","AMPdeam"
"3786","FBgn0052640","CG32640"
"3787","FBgn0052641","CG32641"
"3788","FBgn0052647","CG32647"
"3789","FBgn0052649","Coq8"
"3790","FBgn0052656","Muc11A"
"3791","FBgn0052666","Drak"
"3792","FBgn0052667","ssp7"
"3793","FBgn0052687","CG32687"
"3794","FBgn0052694","CG32694"
"3795","FBgn0052695","CG32695"
"3796","FBgn0052699","LPCAT"
"3797","FBgn0052702","Cubn"
"3798","FBgn0052708","CG32708"
"3799","FBgn0052732","Setd3"
"3800","FBgn0052736","CG32736"
"3801","FBgn0052803","CG32803"
"3802","FBgn0052813","CG32813"
"3803","FBgn0052831","CG33695"
"3804","FBgn0052850","CG32850"
"3805","FBgn0052856","CG32856"
"3806","FBgn0052982","CG32982"
"3807","FBgn0053002","mRpL27"
"3808","FBgn0053051","CG33051"
"3809","FBgn0053054","CG33054"
"3810","FBgn0053056","CG33056"
"3811","FBgn0053080","CG33080"
"3812","FBgn0053087","LRP1"
"3813","FBgn0053094","Synd"
"3814","FBgn0053108","CG33108"
"3815","FBgn0053109","CG33109"
"3816","FBgn0053110","CG33110"
"3817","FBgn0053111","CG33111"
"3818","FBgn0053120","CG33120"
"3819","FBgn0053126","NLaz"
"3820","FBgn0053129","CG33129"
"3821","FBgn0053138","AGBE"
"3822","FBgn0053144","CG33144"
"3823","FBgn0053145","GalT1"
"3824","FBgn0053155","CG33155"
"3825","FBgn0053170","CG33170"
"3826","FBgn0053178","CG33178"
"3827","FBgn0053189","CG33189"
"3828","FBgn0053196","dpy"
"3829","FBgn0053198","pen-2"
"3830","FBgn0053199","CG33199"
"3831","FBgn0053217","CG33217"
"3832","FBgn0053229","CG33229"
"3833","FBgn0053230","CG33230"
"3834","FBgn0053258","CG33258"
"3835","FBgn0053276","Urm1"
"3836","FBgn0053296","CG33296"
"3837","FBgn0053301","CG33301"
"3838","FBgn0053307","CG33307"
"3839","FBgn0053329","Sp212"
"3840","FBgn0053460","CG33460"
"3841","FBgn0053470","CG33470"
"3842","FBgn0053493","CG33493"
"3843","FBgn0053494","CG33494"
"3844","FBgn0053505","U3-55K"
"3845","FBgn0053506","CG33506"
"3846","FBgn0053519","Unc-89"
"3847","FBgn0053526","PNUTS"
"3848","FBgn0053548","SmydA-8"
"3849","FBgn0053556","form3"
"3850","FBgn0053635","CG33635"
"3851","FBgn0053774","CG33774"
"3852","FBgn0053926","CG33926"
"3853","FBgn0053969","CG33969"
"3854","FBgn0053977","CG33977"
"3855","FBgn0054015","CG34015"
"3856","FBgn0054039","CG34039"
"3857","FBgn0054043","CG34043"
"3858","FBgn0054054","CG34054"
"3859","FBgn0054056","CG34056"
"3860","FBgn0058002","ND-AGGG"
"3861","FBgn0058006","CG40006"
"3862","FBgn0058045","CG40045"
"3863","FBgn0058160","CG40160"
"3864","FBgn0058191","CG40191"
"3865","FBgn0058263","MFS17"
"3866","FBgn0058439","CG40439"
"3867","FBgn0060296","pain"
"3868","FBgn0061198","HSPC300"
"3869","FBgn0061356","CG18003"
"3870","FBgn0061359","CG33671"
"3871","FBgn0061360","CG33672"
"3872","FBgn0061361","CG33786"
"3873","FBgn0061362","CG33785"
"3874","FBgn0061492","loj"
"3875","FBgn0062412","Ctr1B"
"3876","FBgn0062413","Ctr1A"
"3877","FBgn0062440","EMRE"
"3878","FBgn0062442","Cisd2"
"3879","FBgn0062961","lncRNA:CR33942"
"3880","FBgn0062978","CG31808"
"3881","FBgn0063449","Uhg2"
"3882","FBgn0063491","GstE9"
"3883","FBgn0063494","GstE6"
"3884","FBgn0063497","GstE3"
"3885","FBgn0063499","GstE10"
"3886","FBgn0063670","CG40228"
"3887","FBgn0064115","GatC"
"3888","FBgn0064126","CG33722"
"3889","FBgn0064237","Idgf5"
"3890","FBgn0066084","RpL41"
"3891","FBgn0066101","LpR1"
