"","geneid","gene_name","type","AICc_01full","AICc_02full","AICc_07full","AICc_08full","AICc_11full","AICc_12full","AICc_13full","AICc_14full","AICc_15full","AICc_16full","AICc_01partial","AICc_02partial","AICc_07partial","AICc_08partial","AICc_11partial","AICc_12partial","AICc_13partial","AICc_14partial","AICc_15partial","AICc_16partial","model","TRUE_lambda"
"2738","FBgn0028426","RNaseZ",7,308.318872828793,308.707968540454,296.026545182151,298.280544783178,312.523378170063,312.739027095458,304.825990955332,307.198757550462,300.158179901868,303.214333672349,313.266850477022,311.287053189746,312.935871940644,306.902759998893,315.007333427021,312.435161026059,311.051225966159,311.358576555019,313.101763779512,311.424999688192,"07f",0.729129461423979
"2747","FBgn0028473","Non1",2,1043.38361621969,917.061152191932,1041.89653497425,921.62636198653,1043.22832376945,921.847690069243,1046.57725386033,921.658003883019,1042.80642248463,926.469026296896,1042.87683932454,961.325862273627,1044.68681679725,994.328051428826,1044.9919298678,1001.84076963866,1046.84153776975,963.642982159484,1049.08194697691,989.52954956808,"02f",0.0306096056988421
"2749","FBgn0028475","Hrd3",16,461.387354836183,438.50211402851,461.083224329083,433.128475019457,452.677476851766,427.020208982484,461.096530937918,434.109013874441,452.891168598446,422.865619514173,462.227572525685,451.095548967357,464.258926130631,464.84306792387,454.461408946095,440.463444059006,461.49876502371,443.640303897412,455.745495045327,443.083947040201,"16f",0.545544974044156
"2755","FBgn0028484","Ack",2,349.458723862473,338.463433639401,346.488610468284,342.671456986397,353.951068216619,342.750350219809,349.918974175713,342.559327035768,351.328406288815,347.089111543741,350.994318577101,350.698455751975,352.303644782651,348.179977274369,352.820191497863,352.10081246431,352.241402421898,353.514780116128,354.441113622831,352.480044592789,"02f",0.03
"2770","FBgn0028515","EndoGI",2,568.519031353807,507.080233124571,569.165370602615,509.09653509594,572.235810781567,511.860735074041,572.28808911939,510.142653511112,573.768170059229,514.531989365111,569.033748400347,509.551472549943,570.96231944258,536.929975951449,571.077213259948,538.270201422125,570.362451296863,513.34309961549,572.546691386283,532.569230398975,"02f",0.312330246278792
"2777","FBgn0028526","CG15293",8,993.369058931831,980.53496064054,986.266489658959,975.853899909493,997.824551643077,984.604339628424,994.214952736776,982.902236796886,990.628700433862,979.890557501916,997.582960077007,980.826276483352,998.564701063827,969.484910985257,999.477393822729,989.620730888191,992.726357019336,979.630499231815,994.966766226497,973.641346470937,"08p",Inf
"2792","FBgn0028546","ics",2,536.175144397358,526.843953744699,536.720193198874,530.978560041199,539.270007446376,529.872376615572,540.327336339408,531.576264242525,539.619462869911,534.531474356783,533.914790664179,530.20856032737,532.795337442849,528.978159563844,535.199315093762,531.262492842174,536.453879721028,534.201071202372,535.822091785207,531.052074173726,"02f",0.0700744986697435
"2795","FBgn0028554","x16",2,533.623017258258,509.143339641211,535.724859695523,512.822744304667,536.436354910732,511.642962045336,534.715192957518,512.163660572062,538.955391933038,515.441779091896,529.874607970483,515.436804593623,530.78173174996,523.171116887042,530.553233297528,520.513399449894,531.777162808919,518.503739448474,533.995796141432,522.589648939523,"02f",0.0389430067451421
"2827","FBgn0028684","Rpt5",16,709.447859387149,705.406668165474,707.694192779286,700.203914978198,694.947597526643,685.210035370917,708.079277185875,702.324357712501,696.124331675263,678.772605266319,704.975658491867,700.765380289691,706.610186137934,708.095458375887,705.824287307905,707.952440417185,705.501940552568,701.095065578848,707.706632193557,709.863083578534,"16f",0.250757299980605
"2829","FBgn0028686","Rpt3",16,751.461740878571,747.865199698956,748.456516084504,743.767974500692,748.105195254992,742.257643118086,750.672079719532,747.587162661445,744.520297678957,738.060656555114,746.645035204782,746.145346130315,744.735009148589,746.810926509032,748.66131552463,750.032793439129,747.295380171492,745.296304807195,748.663643361448,750.943685178716,"16f",0.280604345776223
"2831","FBgn0028688","Rpn7",16,711.145181019878,684.247427586593,715.442093716889,681.892304429274,711.11489274577,678.766141233716,714.539219547724,686.373210785106,715.698103008011,676.432033121631,709.598868892825,685.848225044016,711.697121384514,700.16254832021,711.297250240508,710.226332982924,711.196963058202,685.869112273085,712.63316722132,703.949093358519,"16f",0.129042480822472
"2832","FBgn0028689","Rpn6",16,790.770405960692,786.61474078577,787.441734542287,782.936149115358,779.048687186731,777.032661773914,787.692270491152,778.664462553509,774.090345706265,771.510767823102,786.685736947897,785.63629203534,787.894959340296,778.239489549741,783.951582388052,770.35177105068,784.369267996752,782.375421973515,786.609677203913,767.284542239599,"16p",Inf
"2834","FBgn0028691","Rpn9",16,750.025446668223,732.236937809322,752.704626985562,727.060564856951,748.040405673246,719.60548226858,750.619636203257,728.438923799238,750.9479590121,714.003327248247,746.971508377016,729.637689550898,748.295980875371,743.283537398235,749.074691838999,748.86984011815,748.255849296653,726.207742651195,750.496258503814,745.842461012873,"16f",0.282351977861398
"2911","FBgn0028932","CG16890",8,319.24720516219,316.489634391352,322.47239953523,308.150950154577,320.420665589783,319.383356296301,321.673474102599,316.738910852657,324.488713008381,311.662685921257,314.832342712743,311.446181270894,316.663212702713,318.660957856244,316.90427145353,312.626446675559,316.876571077721,313.663457962041,318.519037681526,315.809944885439,"08f",0.03
"2970","FBgn0029118","ScsbetaG",2,497.021870025466,467.291497795999,493.502494231959,470.250943259006,501.536092011531,471.760442478034,501.872773406398,472.855895163553,498.151837634661,474.066928747283,510.405357576562,474.09250516845,510.349478871492,474.34302369931,512.281805850578,493.360450730083,512.223345115622,473.778442859846,512.12380753648,474.030870455308,"02f",0.03
"2986","FBgn0029167","Hml",2,634.888851338206,630.669038966454,635.191666427872,632.560865037806,637.8785039326,633.681302234716,638.513883157303,632.252157250113,638.417325672443,635.798458858858,633.245167048189,628.352022232244,633.145288102926,631.87729472011,634.489600604513,633.274765703474,636.201842832483,630.565333237355,636.306815677914,635.833687548184,"02p",Inf
"2996","FBgn0029506","Tsp42Ee",2,768.494308920539,742.695841368444,771.186642765828,746.197831861202,771.549603293778,746.343928632351,772.635310607407,746.896057058406,773.903555358579,750.523785399395,769.341747139001,744.928776911032,771.008396341422,752.050544134084,771.018656094333,755.261486653128,772.901398478548,747.346116508962,774.90940150068,752.039746293667,"02f",0.0739873675358064
"3026","FBgn0029629","eIF3g1",2,780.393801866308,722.896632282861,777.42551283196,727.760917745103,783.231279080986,726.130487933755,784.390197220426,726.831723815231,779.888328245994,731.245250593445,779.073159082746,735.041208231663,779.938765832303,745.382550607911,777.944154846834,758.566892502593,780.157682356652,736.788812829429,779.080540546489,748.250303059718,"02f",0.03
"3068","FBgn0029706","CG3626",2,359.634011982633,350.362837706598,364.337634348371,354.247108807964,359.862925998571,352.501381729754,363.764702949791,354.198069221216,363.844339512245,356.566940815168,361.069934630021,348.05117821297,363.129221885558,359.213913574206,362.35028361816,353.83630209216,364.4303897732,351.82116518239,366.45415581885,357.261917244318,"02p",Inf
"3077","FBgn0029715","CG11444",14,612.73109254309,609.180950740463,612.131905811246,603.718291754338,605.475791247088,606.141806972367,601.856635783738,598.851129309707,604.537091688869,601.948425142937,617.300074516399,618.131317324904,618.712869220171,619.296537404447,615.985945928054,614.765459665167,602.969732332093,604.685708267811,605.046434591591,607.217943616219,"14f",0.0392877421279123
"3094","FBgn0029737","CG6903",14,520.238250801156,503.778890362921,519.450938282212,501.330056911678,515.037594842002,498.668246280078,509.947542234143,492.271375153401,514.716420485768,493.934208358269,534.307050069983,509.469555540196,529.029258114662,508.05802912551,530.536979470626,527.026919091951,516.603199430227,487.053536475521,518.502096473377,505.887552092808,"14p",Inf
"3121","FBgn0029798","CG4078",2,282.1336279814,265.00171487852,285.589589640226,268.848861020215,285.428019042486,268.056963520336,286.057823571376,269.883456296434,289.301651821452,271.070352583266,288.297609261287,288.997602337839,290.397391809775,291.356957084136,290.215771567752,291.197096606607,291.859636911227,292.664222777731,293.78786746566,295.075716032338,"02f",0.03
"3170","FBgn0029866","CG3842",14,527.819554585911,520.047646236646,521.909261816159,514.145029033388,514.188490251135,506.158888215596,507.996824283468,491.491352769275,506.82533759158,495.500231552251,530.24575622324,524.7463132849,522.914481862069,516.7425892645,520.892173552184,521.512140088161,509.845827595677,501.752702090942,509.204357123193,507.222473158464,"14f",0.03
"3181","FBgn0029882","CG3226",7,592.0102689249,586.559113921158,577.252220604699,579.403488226512,593.323245345232,590.981394225773,584.295148086173,586.579202412861,581.721703230291,584.230642931202,605.01355870193,596.898446589579,604.013949300219,594.629412396931,605.344319454986,605.956730768342,600.206517831965,598.806735561022,600.041036470077,598.658745101355,"07f",0.0674900228819613
"3232","FBgn0029958","Pdp",8,405.37896248288,394.163180489014,401.775655357253,384.999002859293,408.730684043485,398.14332412275,409.077718045093,396.031978486612,405.700156220076,388.94409436617,405.679634535651,399.847999326671,401.904992310389,403.320332826951,406.514920475188,403.797077409702,409.286142170723,400.358169282435,404.92848296113,404.679860763467,"08f",0.03
"3398","FBgn0030251","CG2145",2,739.307897737659,724.547219255358,733.617468276453,727.932331688353,739.669367306952,728.244321708152,743.452441851845,729.37679310868,734.430693684202,730.592403085888,740.087832383295,741.514129294526,741.523185999139,740.19909593223,742.038693531123,738.331534464412,742.515841579716,743.834317817482,744.544828861803,742.598612140195,"02f",0.03
"3405","FBgn0030263","CG2076",1,609.87048387685,612.237729372603,614.48240569406,616.998457463318,613.930329042666,616.490094501679,614.518590065391,616.558560538487,619.039778634345,621.233510811109,612.647648021114,614.072256881281,614.111155419832,616.285111807245,614.010537019065,615.928589317723,615.400549426109,617.13179441824,617.52998323183,619.831366635652,"01f",0.159969480567995
"3419","FBgn0030289","GCS1",12,359.634873332026,346.75408441288,360.459918490845,349.305971758503,358.424634579313,343.136404430561,356.95378069708,345.178605661294,360.730062062082,345.567043176284,386.450003603183,358.508014776358,383.58905587187,367.246620685037,385.934480972969,381.504382418222,381.046037935181,355.6552322192,382.533370973099,368.172879553462,"12f",0.189891949840847
"3422","FBgn0030292","CG11752",12,710.404392167218,661.600415483,714.029212231872,664.315434998236,711.03136145904,657.990586409026,709.651259775009,663.622537784975,713.846477079024,660.814261089866,716.409781939115,672.59874084301,717.140173865305,689.716103460942,717.409192925257,703.542658354364,712.162431160729,672.763734531877,714.111945079313,692.977890423189,"12f",0.195469679863457
"3451","FBgn0030332","CG9360",16,536.599728004094,527.667304296578,521.800434749222,510.889414470833,534.989068751605,527.239731318632,532.183159810582,517.333507900532,518.017332748559,507.407045892145,532.176794203413,530.560620802527,534.169814447382,522.262938473986,529.510811274488,525.749600375327,531.433833566329,528.69876549685,531.082760889794,519.494728011508,"16f",0.0344681450604749
"3467","FBgn0030351","CG1840",2,517.614591676768,448.160700896902,513.283902929264,451.209982297481,517.887475075538,451.616258228416,520.346028092249,451.306404525027,513.462940206092,455.1975984442,514.470837886036,457.677141299953,513.082437777814,482.968811092922,514.152975974916,477.97767117744,516.508904248928,460.168809338554,513.892700205976,474.740662391413,"02f",0.03
"3468","FBgn0030352","sicily",2,397.831265461021,381.522049866541,401.956027223323,384.889874881638,401.289616773273,384.089604482193,400.418576770305,384.737446277723,407.17431832185,388.507053159938,398.648724395861,392.702570568277,400.540798807655,401.287715060356,400.578636683837,392.258276376394,398.7842409594,394.728064290995,400.98759122923,396.743678968999,"02f",0.0703304479242857
"3480","FBgn0030367","Cyp311a1",14,409.325194501183,405.524350101878,405.725729802466,402.201491834513,412.984082744819,400.650735938501,407.069787268601,394.512867602787,410.366844420009,396.636105312068,406.717230075392,400.691911465616,402.254056845534,400.280062803999,408.409884868862,404.68367986829,405.924432928385,391.884307154116,406.589437305488,400.510360682348,"14p",Inf
"3513","FBgn0030431","CG4407",8,535.019963665327,482.985463993636,528.199903536653,480.815920888129,534.198903912808,486.677062381637,536.700974195211,485.48160933252,527.084388205926,484.724317664272,530.822521203885,494.912705538521,532.261576689683,494.420210326757,528.871319238283,514.016472520435,532.851531907343,496.967674514375,530.656885184295,494.225251131659,"08f",0.0640810606956282
"3514","FBgn0030432","CG4404",13,600.981066939334,602.60137348798,594.690558439065,596.889611834724,596.552644154699,598.184652477269,587.21218566541,589.227401288635,591.864500751264,593.6532260961,612.554664963269,611.198983852248,614.61161100929,616.56433894032,614.643003411886,608.678487595737,606.897190361468,605.463394688422,608.83535680679,608.514711880183,"13f",0.0410428972167808
"3532","FBgn0030460","Coq5",1,340.650354149566,342.86909899044,343.719880012716,345.885372783211,342.722433627374,343.356870563974,344.168007659073,346.80163018685,345.431152925466,349.200180966965,376.757251462498,369.624436962426,375.814695658114,367.999973595553,377.474340872659,378.848837119666,375.660713756965,365.701081128167,374.43262837632,370.185533265457,"01f",0.0373465791884
"3620","FBgn0030595","CG14406",16,875.05567235824,875.105727820629,873.296492806598,867.370090599218,869.407262528008,869.694103608749,878.560677037812,879.89775091347,868.556140317622,861.013224556404,873.906075667722,875.862192952104,875.972846638906,878.098193418439,866.03515087377,868.141755802744,875.043766460576,876.725584494535,870.180736858097,872.483570188449,"16f",0.03
"3627","FBgn0030605","ND-B18",16,710.087307241811,705.578173322438,703.362915080222,694.593814485249,705.771914810651,695.425296510867,712.8134756215,706.556736175027,700.638571393083,685.941450694957,712.18781894875,708.686239952672,713.450622072611,714.985484306778,714.216513116889,716.267369303528,715.282602905884,711.98229632624,717.374584739379,719.349678975517,"16f",0.0696770446436891
"3648","FBgn0030638","CG11655",12,635.859317608014,622.567747548923,633.62025142781,625.818112316968,626.303480054842,611.215696278457,626.925518135545,621.744780911982,624.03458676089,614.7123684948,634.695274999681,619.090022981615,635.126551363924,634.818007071349,626.54407278626,618.081633430723,630.017982470879,616.767778529071,625.638523958732,622.329010272607,"12f",0.756264711393881
"3671","FBgn0030669","CG9240",2,492.153249363455,418.499740685152,495.671460608924,423.251121693214,496.055182654221,421.414303065674,496.365154706633,422.883174903075,500.000367524196,426.471518435486,498.990256164101,428.260717874153,500.125891149373,452.684408148771,501.094499887728,469.186871796336,499.337297786577,431.529561238635,498.853449523796,450.318628755716,"02f",0.191405116777171
"3680","FBgn0030679","CG8206",2,672.448297110179,668.557984402162,676.713438431675,670.898912550978,674.719981236812,671.357856860009,674.52747492695,670.427495440051,679.076289377007,674.201026312999,669.339883217645,666.253662471096,671.360380622231,669.959493186907,669.19247190713,669.749387831261,673.066263845785,670.154266570494,673.388450692659,671.768597906235,"02p",Inf
"3706","FBgn0030717","Slc25A46a",1,373.185272774437,375.462079993172,377.20948766245,378.041053342384,377.707607786623,379.687456937571,377.621775531956,380.029918577453,382.216755121341,382.048727407455,377.415529551669,375.911156513901,377.545754646324,377.213031625526,379.530620094929,380.410500627495,380.692288186362,377.089863088087,381.354254184091,381.263265820832,"01f",0.0328897325915308
"3731","FBgn0030752","CDC50",2,458.262381937924,442.14209028459,460.877016593072,444.33647177522,461.746380623565,445.93819596328,458.677339278012,444.458913465112,463.681807058186,448.470370340593,459.025576383367,456.636565380479,457.080332322263,458.527666927617,461.107386238725,460.120643313325,460.475312446201,457.751037702343,460.463812784066,461.287655763966,"02f",0.159425120266762
"3737","FBgn0030763","CG9782",14,488.860945232757,490.694307779706,483.996851026027,481.933901298158,475.89610070761,473.357408351351,468.99850830565,460.687795381566,473.344672944195,464.852524062482,486.002998314516,488.118088857775,486.903796143777,483.504616192994,486.093994346589,484.813065078669,467.060729941057,466.277448107048,469.29286197051,470.021635570504,"14f",0.03
"3763","FBgn0030799","CG4872",16,512.969008841501,499.161789874972,506.890306435121,487.881910083027,502.115308873611,490.644448307127,510.306522325597,498.598002194671,495.69632562067,482.986009560036,511.789695795851,502.894840203382,509.410054145678,506.526511702328,506.425729538813,491.37574469647,510.667891077637,502.65923437099,504.197736756515,491.095816308926,"16f",0.0402336178805994
"3797","FBgn0030847","CG12991",2,406.568034378111,394.197993815817,410.65526869281,398.718062769969,406.750360406878,397.743628051666,407.521452672882,398.995892276052,411.394566424848,402.277018281315,402.689768959495,398.306320410501,404.482857166736,403.254867446922,404.61343082166,401.933552461542,406.274669080667,402.638843836229,407.186665689737,406.324112029635,"02f",0.0307534936781757
"3798","FBgn0030850","stas",16,652.419879837104,577.489499323648,651.006366246735,571.985989641951,657.206519903107,572.260519876458,655.185426106618,568.751201512617,655.684371603584,566.614565301757,660.374943985291,585.156860798062,662.209661492918,602.5302611852,662.482852140159,635.0081161843,661.815333750205,570.408121866744,663.14553363381,602.895043758492,"16f",0.102610855216358
"3814","FBgn0030876","CG6762",8,573.646628593856,537.993060590756,570.827766634475,528.263018604341,577.240209020323,541.741305298408,578.053492375955,538.77824612599,573.949607148135,532.000099851447,570.57411945047,549.697849134665,570.781885461215,549.517180815187,572.380940729562,561.152170440207,574.136583698752,552.493013221089,574.757284364249,551.422990325584,"08f",0.036100887873585
"3845","FBgn0030926","psh",2,526.948802046385,515.953470429694,530.163877730133,518.292271406365,531.459064691985,520.809304626979,531.18991346773,519.907277180431,534.950402415569,522.929311052592,549.738785647789,527.170681036574,549.517885486466,525.04935732679,551.029188877482,545.363233684613,549.248294102295,529.740754282409,550.770884505227,528.963850284634,"02f",0.241713747253436
"3851","FBgn0030932","Ggt-1",2,645.829141081156,633.556208163792,650.219453214148,638.234883881025,646.753294623487,637.605799208781,649.687386260474,638.197365287769,651.244304827695,642.610545181173,641.601266298388,638.994732988619,643.699929686253,640.639209596824,641.130273868371,641.433822829049,644.803684499331,643.256237667426,645.146488922025,643.857343555333,"02f",0.0394440489953495
"3859","FBgn0030944","CG6617",7,507.753608223093,509.433500798661,503.717945281862,506.160727443233,509.332065332788,511.787776542125,506.570532874202,507.166564734807,506.746052808795,513.983999538954,511.142421264339,512.757648268102,512.517104519038,508.071505785024,512.138985061201,514.311789537651,507.744670382549,506.593507803685,509.891376716425,507.267429986188,"07f",0.997827229509615
"3861","FBgn0030946","CG6659",2,383.14958385181,371.447139200393,381.655517883116,375.647014710309,387.433582907135,376.369902280496,386.430682843645,375.68395230013,386.81583546557,380.482146651165,392.098958921183,392.748143349835,389.205473249287,389.596018539165,394.157235801174,395.561070653393,394.763550462231,396.143420049353,393.606717529995,394.02881818069,"02f",0.0392662211564958
"3870","FBgn0030959","CG6961",2,366.625632530478,350.556637576661,371.536764772578,352.92358574753,369.733540099474,354.979193720405,370.018574195826,354.998176639827,374.439257451908,357.390746494923,364.279663597486,357.08973169193,366.360976359176,362.369344596103,365.039708221358,361.637074397286,368.194008723787,361.262993996002,369.227880986699,365.272125151996,"02f",0.0391148407935441
"3910","FBgn0031011","CG8034",16,602.958219679686,590.982878342878,579.697146360663,561.660434767315,591.269413052184,573.000797922668,575.522736518802,556.630523373052,563.451163191337,537.649810948817,599.537504783294,589.572247385311,599.987093342404,563.301549220694,587.343592447075,578.657662183251,576.864557154533,560.125670703352,578.186320241157,540.93503016523,"16f",0.0704971501816773
"3911","FBgn0031012","CG8051",8,419.04881533037,402.950064840279,403.34575404714,394.061269018775,423.479922078258,407.239243901976,416.889208935548,406.150316806382,408.071335673239,401.063009540203,426.828801527203,409.05661711769,424.915958238247,396.532780827593,428.559994544217,420.78358038192,421.451818107926,409.744695325907,421.142183730179,400.256920708373,"08f",0.997838264747604
"3951","FBgn0031066","COX6B",8,867.122265587391,818.565606401327,869.162841135914,813.376240386853,869.983418006922,822.91383737836,867.345400522891,819.671863569545,871.597330908386,816.164387763004,870.177577720647,844.182147577687,872.225883132816,863.881206805381,870.951835515021,854.70479210915,872.641438206587,841.799615789528,874.756456704761,858.610714877905,"08f",0.401659241357742
"3967","FBgn0031092","CG9577",2,627.015764811484,620.938173595827,631.362536334504,625.570106935054,630.720924221343,625.466946700314,630.397929450035,625.593254750332,636.066677440911,628.494773264657,635.76321000474,636.87315019568,636.736486960104,638.57624195598,637.784879657861,639.694125036983,639.260954919362,639.961111369807,640.886873434461,642.877033738043,"02f",0.03
"4002","FBgn0031145","Ntf-2",8,636.785505455398,590.694173405102,635.73181063514,584.03093392402,637.398399335451,593.98847498076,635.165558894683,593.239169009947,637.420261763471,587.373943768642,634.742366020248,597.379766735858,635.964749081312,611.729190827071,634.538469444954,616.713646426522,634.306491261726,600.725805707897,636.078885317246,613.201341094544,"08f",0.0657818758149965
"4015","FBgn0031170","ABCA",16,485.672604510824,464.111139476821,484.124887797671,441.457759709243,463.55575862063,435.915514584469,465.088183935128,424.286852654305,466.274908554368,404.219032744724,482.709835953506,464.658569896621,482.854239725011,482.242770551969,465.694395987866,442.80302935403,466.394892176376,433.171858460097,461.933400881882,442.239658561912,"16f",0.0368182247781946
"4017","FBgn0031174","CG1486",8,435.774922991857,419.562963304566,436.225541523549,416.624162845195,433.425478745195,422.759378959033,439.638593230714,425.682775562153,434.6083046089,419.905237318822,441.435341826568,436.643553675393,442.819301892809,440.11431053655,439.807436584393,432.971766309758,444.008269694106,441.002727650053,442.71631924733,436.399954547615,"08f",0.03
"4018","FBgn0031176","whe",1,1182.70740573259,1185.28040552718,1187.45542537099,1190.67525266778,1187.28005682246,1189.30005239418,1187.36095942503,1189.82137737805,1192.24374406332,1195.16324408524,1177.32804348889,1179.44101712874,1179.35608977047,1181.53236512624,1179.42667227508,1181.06805047314,1181.57067393168,1183.80891344767,1183.74331221746,1185.55049229318,"01p",0
"4026","FBgn0031189","CG14618",1,347.533250162679,349.692965079484,350.243332617649,352.719541647035,351.289028457906,353.54831911816,351.548905926333,353.203858125487,354.588570870868,357.14061607139,351.917963710632,353.218962657341,353.644138751907,353.683711279642,353.527262897919,354.651464252927,354.924400016128,356.650079705171,357.083590361227,358.085578771014,"01f",0.249427857607593
"4045","FBgn0031229","CG3436",13,488.208838845794,487.204243185299,478.423627871301,480.442835904021,489.806871014341,486.722470548357,475.572426482012,479.040804513929,478.444767346927,479.78280689814,494.227766164138,489.928605529324,496.249443009507,486.357700511314,495.901418392265,497.083712480995,484.628488791629,484.529672882903,486.775004875587,485.843970693109,"13f",0.459173488992403
"4053","FBgn0031244","CG11601",12,487.74442315078,479.252881115357,490.798339949898,483.987292911999,480.182013630919,469.15219155189,483.651546139679,477.468805008318,483.336817937774,474.196319006167,485.011685434952,475.964131717099,486.191783895575,482.269500844076,483.904504091281,485.538265699094,481.731409424777,473.683505664208,478.788875971734,480.273722253475,"12f",0.33945713403129
"4055","FBgn0031247","CG11562",2,445.54764174459,434.610084258063,446.377486618452,437.969036772521,448.737550358192,438.164965178655,450.083173125575,438.541250308108,450.468622473958,441.7772125427,456.217751388081,454.82110019073,458.051494246429,457.59204586677,458.318302753556,457.242528969154,460.005203043068,457.612779274551,462.24561225023,460.710429498937,"02f",0.0499382093801584
"4123","FBgn0031344","CG7420",14,344.870555066131,342.067359168823,341.500332564611,335.391575685695,341.565541745535,335.395937928627,331.132176514823,321.176561610382,334.445850860841,323.5553709692,368.272538042746,349.314366200365,367.882520334121,338.401298692639,370.210497839378,371.252114339875,341.253282462408,329.657130292878,341.302814856764,335.014784820513,"14f",0.607548547542425
"4151","FBgn0031397","CG15385",2,375.22296649439,353.613778448739,378.860613617731,356.105070171968,376.827732154255,355.942816506096,378.121986034124,357.651605044424,380.451196039989,358.908134922039,378.137051086014,374.566945288579,380.03981931272,377.783396815069,378.875125794952,375.547719016505,380.264804356596,378.183556448872,382.491714071642,379.024741665776,"02f",0.03
"4177","FBgn0031436","ND-B17.2",8,696.572657832096,690.505032312489,694.077394985946,688.268450580463,698.510069135749,692.412031824486,698.027509474318,693.611940512729,696.113246465586,690.936047469434,698.666866527602,696.461426734203,700.485132183135,701.924511719438,698.582994564352,699.167804514465,702.26050416252,699.861221433364,702.693149538451,703.238388127503,"08f",0.248451846456505
"4226","FBgn0031498","CG17260",1,317.439232393319,319.885884864375,320.061418460979,321.558091976486,323.063661908378,324.069403407359,321.591411976877,323.93904159235,324.322776682247,326.312603872441,344.932149357429,335.612637090825,340.446311862727,335.945011300522,347.034386138924,343.157257359417,346.605209936976,339.615706896491,344.524553583194,339.955963977926,"01f",0.0315657614612287
"4234","FBgn0031515","CG9664",14,599.386788938338,560.105219411297,591.17256485243,543.64758916504,597.382358784305,557.272370571391,591.887774483064,537.64201639477,591.726816773185,539.952891621956,614.850213869312,573.855884127302,607.457961199575,552.634550482441,614.974856167033,600.657033765472,601.353262268796,548.298540666171,599.185638859649,551.519859067689,"14f",0.399412887374497
"4249","FBgn0031535","CG12795",15,631.123614261543,635.884756690642,631.29022383394,633.74404615615,632.126849810638,634.635555132524,636.545185580065,638.22652965661,629.119929698324,632.863660947134,648.31495517282,649.540665794229,641.866955252768,641.546754761265,649.792111029109,649.748847442758,641.165761816336,643.235633638481,636.929694778492,639.107676544011,"15f",0.0394840115543497
"4264","FBgn0031560","CG16713",11,982.543438175278,985.233948175513,988.549623623945,986.446616466516,978.836385778299,984.311614050265,985.03728415839,988.080827407693,982.460889190312,983.268702600632,987.398780502516,988.183766074203,989.149031780247,989.577450855236,989.513871045776,984.782022770573,987.92397788948,989.138976887895,989.797330120957,987.848771321203,"11f",0.735407336423197
"4269","FBgn0031566","CG2818",16,360.795716498094,347.660558717444,361.892950494861,339.77119303088,358.013550508567,343.631885373092,356.296602799998,346.864205289883,359.577323721753,334.439823289741,361.913680032291,355.843442030147,360.349437650602,352.545209247663,363.98138725891,365.730123680731,354.749593345706,350.241046905702,354.875818007471,354.875641211025,"16f",0.03
"4279","FBgn0031590","CG3702",16,627.536582446918,521.77187354043,622.963583400765,516.155289605901,629.826411326668,521.162923757659,630.539658583627,518.242313304961,625.606233678434,514.021720358001,624.574495700905,566.566359290858,626.415769908572,601.008991282321,626.139396909856,597.185042635495,628.559499405196,563.273296164665,630.273168739902,594.669219020851,"16f",0.0369820746349646
"4314","FBgn0031639","mRpS2",8,464.892580052218,456.74302911608,467.674766393711,446.989269641743,468.870894692077,460.977016987811,468.360692936556,456.899935584707,470.988271760537,451.420592923236,467.946104870858,465.791128966117,469.494729262923,471.536749618664,468.916337997206,468.653680841059,468.678093794998,467.245620925124,469.275876363205,470.522208546032,"08f",0.0328299206042897
"4338","FBgn0031676","senju",2,338.480032652204,323.219594600055,342.073682686416,326.160758962573,342.509968773886,325.638293330485,341.820728778039,326.951865762153,346.414372799313,329.251668479846,342.587053765432,340.971643765033,344.38559621107,343.750578222018,344.593942314716,344.366045113957,346.50606247258,343.810000319906,348.372780865226,347.307069396172,"02f",0.0416370331798189
"4344","FBgn0031684","ND-13A",16,685.437529066561,677.624716113173,681.522809616791,672.884282746026,677.288740202096,659.210412325577,684.854238238592,675.594477687621,673.91290269705,652.931727602937,695.883386167559,688.281083600881,695.958556769421,694.994614840057,697.712469884614,698.758243508334,695.739127648574,683.756630488131,697.944357368195,696.853132936618,"16f",0.129769443184318
"4346","FBgn0031689","Cyp28d1",8,743.608809527169,693.341519984833,740.407331778154,673.392423198267,747.334922470991,697.94206885482,746.050229094241,695.093490260612,743.919016412454,678.529662587944,739.051673636353,719.409452662938,740.875403315434,701.675296843063,740.279964383687,734.099767497568,740.463777318797,720.060139858942,741.298570565849,706.015137689615,"08f",0.0318396512665963
"4358","FBgn0031703","CG12512",2,564.68275305024,531.397879355582,570.319524539259,536.174292851426,567.38703945302,535.342324880029,568.471516329519,535.356223898722,573.33153207228,540.087491900095,581.041865166511,527.358069792477,581.54665669697,551.594757432668,583.156955709771,552.128862586434,582.58748241577,531.246943257258,584.456796147812,547.761269195267,"02p",Inf
"4360","FBgn0031708","CG7382",12,510.453977579199,478.992364393406,514.440245741329,482.53964389382,514.624753386994,464.491177317484,514.805193947746,472.716143510991,518.845939532078,467.16730635814,525.689324435837,486.895826276424,525.773738305176,503.76998143802,527.70199688461,515.230314466531,526.453434211359,473.794791614274,528.020742699055,507.297770571254,"12f",0.21737399424648
