"","geneid","gene_name","int_25C","cos_25C","sin_25C","decaycos","decaysin","decayint","cos_18C","sin_18C","lambda","pval_cycle_25C","pval_cycle_18C","pval_cycle_diff","pval_phase_diff","pval_amp_diff","pval_median_diff","small_tpm","nboot","niter","convergence"
"1","FBgn0000003","7SLRNA:CR32864",103.087224941549,8.02725756727732,8.67013299130738,-42.3114668225681,-56.7240944057575,-3.34419662772876,9.23004268726354,0.173059133260502,0.104784332831704,0.245,0.601,0.885,0.77,0.464,0.02,FALSE,1000,60,TRUE
"2","FBgn0000008","a",5.09126369993967,0.0127427692671874,-0.175938746236783,-0.618781768383164,0.978111968304121,-3.34967060308399,0.465237469924936,0.0930432570703738,0.03,0.797,0.922,0.92,0.89,0.198,0,FALSE,1000,85,TRUE
"3","FBgn0000014","abd-A",19.2089705110928,-4.26969916011191,0.484137948705869,393.152962008633,11.9479912834355,-400.723388051485,6.10629383747815,1.34498010493184,0.966074320461229,0,0.039,0,0.124,0.188,0.102,FALSE,1000,74,TRUE
"4","FBgn0000015","Abd-B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"5","FBgn0000017","Abl",5.48466782187531,-0.322765887931622,0.108382560690366,-1.88621173622255,1.23198431794055,-5.00416918765297,3.05333098100482,-0.548602758689366,0.038941384306432,0.544,0.002,0.003,0.93,0.01,0,FALSE,1000,63,TRUE
"6","FBgn0000018","abo",11.9853696242838,-0.123231619235934,-0.37655296795221,1.4651433468828,0.682887300640591,-3.46780581709839,0.956643337092027,-0.311360610467365,0.03,0.669,0.007,0.335,0.442,0.42,0.086,FALSE,1000,76,TRUE
"7","FBgn0000022","ac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"8","FBgn0000024","Ace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"9","FBgn0000028","acj6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"10","FBgn0000032","Acph-1",18.5933207823134,-0.248037418283932,-0.0691532685824068,-3.97663246999122,5.71546257466926,-4.45182867796492,3.50226692957076,-2.83853603100037,0.03,0.862,0.381,0.398,0.77,0.078,0.014,FALSE,1000,39,TRUE
"11","FBgn0000036","nAChRalpha1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"12","FBgn0000037","mAChR-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"13","FBgn0000038","nAChRbeta1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"14","FBgn0000039","nAChRalpha2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"15","FBgn0000042","Act5C",494.184298932124,-3.62007668632459,39.9934884746528,101.111617510956,1084.46976567299,-392.891903960574,56.8922843367424,-28.3636799600699,0.195501949079263,0.409,0.28,0.501,0.414,0.506,0.002,FALSE,1000,75,TRUE
"16","FBgn0000043","Act42A",55.9344793685026,-7.41431872929977,0.757735210842166,253.039683231908,118.411478131438,-292.201051390834,14.4886024758743,7.32040356153486,0.31107628148296,0.224,0.623,0.407,0.536,0.314,0.018,FALSE,1000,52,TRUE
"17","FBgn0000044","Act57B",1441.93532172829,187.440635274688,62.1053026177117,-50.9324221548172,216.783541382574,831.625524851139,-472.210425760947,-38.4787168455658,0.03,0.108,0,0.003,0.314,0.468,0.006,FALSE,1000,61,TRUE
"18","FBgn0000045","Act79B",42.6229441196044,3.57428376120472,2.6100436843865,-17.7214781842752,-9.98435220324232,51.7801790948727,-1.80379898703752,-1.1090248488374,0.03,0.32,0.298,0.704,0.826,0.348,0,FALSE,1000,50,TRUE
"19","FBgn0000046","Act87E",362.741643335597,45.87205253441,36.8407561904936,-107.190145853639,-22.2169055548504,326.961378600403,-59.691311903799,-10.1414668688233,0.0302394354829521,0.011,0.03,0.067,0.028,0.19,0,FALSE,1000,57,TRUE
"20","FBgn0000047","Act88F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"21","FBgn0000052","Pfas",75.2307766240356,-5.20142273869006,-10.4176970459927,19.2192198786063,-10.8450107256964,-44.2290032120938,1.7542128229491,11.4376714988373,0.03,0.03,0.805,0.474,0.684,0.646,0,FALSE,1000,89,TRUE
"22","FBgn0000053","Gart",104.34674724539,-6.36956400835867,-16.9432527343969,25.3165743729747,-62.1602258144703,-68.3959460860477,-16.7588454082926,34.7252133333592,0.035201002363304,0,0.056,0.065,0.026,0.502,0,FALSE,1000,51,TRUE
"23","FBgn0000055","Adh",3736.23418157812,-569.72129630975,303.693274115844,209.347269184659,-1714.14502394263,-597.72638333621,11.3286501347981,48.0542382640087,0.0410136433493743,0.007,0.101,0.994,0.92,0.62,0.288,FALSE,1000,48,TRUE
"24","FBgn0000056","Adhr",22.9679496412734,-0.371485057572906,3.6162555470048,5.65909947591248,-16.9700748092146,-6.42229629839937,-9.66638657318422,3.67106601406034,0.03,0.031,0.014,0.059,0.074,0.034,0,FALSE,1000,74,TRUE
"25","FBgn0000057","adp",24.521666969887,2.29975145194284,0.556236849096049,357.387737105382,30.5538177410872,-354.932491913663,2.04641639688974,0.303757773981843,1.00048640677157,0.028,0.01,0.559,0.976,0.226,0,FALSE,1000,206,TRUE
"26","FBgn0000061","al",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"27","FBgn0000063","Mps1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"28","FBgn0000064","Ald1",981.462148198289,89.8641469854689,51.6153900718174,-54988.7821941227,-17115.6728443866,55160.8399974248,-175.804472513418,-54.9656907233234,0.967715160584297,0.049,0.579,0.178,0.644,0.926,0.964,FALSE,1000,95,TRUE
"29","FBgn0000071","Ama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"30","FBgn0000075","amd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"31","FBgn0000077","amx",19.0280245360189,0.538007862990377,0.147991783275316,45.3561387930542,7.21530451338327,-43.2167631383331,0.00603591980836287,0.308847521752607,0.521990389663645,0.363,0.776,0.905,0.758,0.384,0,FALSE,1000,112,TRUE
"32","FBgn0000078","Amy-d",18.7019389590085,2.23396213158971,-6.53213172425921,21.5591793422974,1.74157345966218,-45.9774445153624,-11.5343169075815,3.39340160380842,0.03,0,0.086,0.058,0.046,0.36,0,FALSE,1000,56,TRUE
"33","FBgn0000079","Amy-p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"34","FBgn0000083","AnxB9",300.824186532007,5.35857366288048,11.5146621109717,438.294627505097,264.423773820256,-481.956933004521,-12.2088311971502,-17.6571452214001,0.369252809773052,0.449,0.72,0.393,0.92,0.782,0,FALSE,1000,119,TRUE
"35","FBgn0000084","AnxB10",178.970674636592,5.70499448313398,2.55356436747783,-19.531830844906,-110.990718505852,-13.6610077528568,0.627997235980367,3.30840070720923,0.282780464166392,0.22,0.303,0.817,0.754,0.524,0,FALSE,1000,54,TRUE
"36","FBgn0000092","dyw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"37","FBgn0000094","Anp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"38","FBgn0000097","aop",14.9940985698864,-1.40878062772255,0.844643838352465,-7.79985123725979,7.3394581986304,-2.23546221594344,4.44329007673961,-2.62732881043782,0.0396943684203623,0.095,0.001,0,0.948,0.198,0,FALSE,1000,116,TRUE
"39","FBgn0000100","RpLP0",2625.00950769919,-60.288204501385,2.81575671098684,-88.2436422055627,54.8141996408919,675.258709776171,112.769175397565,-25.6978825817834,0.03,0.423,0.583,0.317,0.926,0.666,0,FALSE,1000,107,TRUE
"40","FBgn0000108","Appl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"41","FBgn0000109","Aprt",73.0411906575426,7.20296896707286,-1.46295301263678,21.4378464191179,11.8407619568784,-16.836655434027,-14.8643901496491,-0.9159806555827,0.0396423309798897,0,0.044,0.001,0.546,0.516,0,FALSE,1000,101,TRUE
"42","FBgn0000114","bru1",23.7021734350894,4.25218307498098,-2.0023298773367,-5.34775226074028,20.3003535648194,-18.3152145189738,7.94255041630015,-4.94272480260378,0.03,0.262,0.636,0.875,0.982,0.318,0.122,FALSE,1000,37,TRUE
"43","FBgn0000115","Arl1",65.6875288144575,-1.9081608860643,2.93099033400409,8.72457780294096,13.5128087306506,-23.0752789850614,3.49291392085202,-5.07419145825099,0.0366835535934584,0.257,0.637,0.228,0.978,0.86,0,FALSE,1000,107,TRUE
"44","FBgn0000116","Argk",472.099162499447,18.8557062518646,-9.70106923003034,31.0224106162122,-110.746592104054,92.3562382203752,8.98377687987834,21.3762855872892,0.0696294279429938,0.823,0.181,0.757,0.75,0.808,0,FALSE,1000,37,TRUE
"45","FBgn0000117","arm",111.189798992695,4.31029798281465,-4.98140292799862,245.066556099813,-190.745088278459,-259.7357211127,8.45739196525671,2.07757612949754,0.550264410084874,0.008,0.023,0.224,0.192,0.238,0.304,FALSE,1000,102,TRUE
"46","FBgn0000119","arr",8.10189088409726,0.108109115912599,-0.262531821242734,-255.050576785519,-107.355404437155,255.483954099782,-0.592982268163355,-0.125987854018245,1.00461875057993,0.09,0.069,0.058,0.08,0.294,0.426,FALSE,1000,60,TRUE
"47","FBgn0000120","Arr1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"48","FBgn0000121","Arr2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"49","FBgn0000137","ase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"50","FBgn0000139","ash2",55.2986036882584,3.69612597000273,-2.52173643383443,-36.9699552542933,-34.1205362637185,64.6953283601005,0.346733786245201,0.625639532295061,0.249770805672997,0.068,0,0.936,0.758,0.848,0,FALSE,1000,206,TRUE
"51","FBgn0000140","asp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"52","FBgn0000146","aub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"53","FBgn0000147","aurA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"54","FBgn0000150","awd",1975.18096354927,101.671564833365,90.706737095513,336.41088688354,433.384518940688,-797.575983574469,-297.848154085473,-237.270237961171,0.03,0.124,0.013,0.001,0.794,0.238,0,FALSE,1000,142,TRUE
"55","FBgn0000152","Axs",9.38002203236831,0.00765026279916954,1.06429618234473,-0.569584268793604,-0.295252504641748,-1.77977297209415,1.87733710299292,-0.520409899408753,0.100420523171507,0.085,0,0.002,0.044,0.134,0.204,FALSE,1000,110,TRUE
"56","FBgn0000153","b",8.40040594605348,0.268720220064183,1.5490244805218,2.10819116253214,-4.55903794151384,-1.5989926741728,-1.21844138591038,-0.649110605418055,0.040253001663393,0.001,0.025,0.286,0.104,0.784,0.194,FALSE,1000,116,TRUE
"57","FBgn0000157","Dll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"58","FBgn0000158","bam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"59","FBgn0000163","baz",13.0770087070142,-1.55510479022879,1.87589113781808,0.931915406884192,-1.27031188450175,-5.82830548327352,1.38460117245486,-1.52180767006004,0.039796032818215,0.002,0.898,0.2,0.848,0.24,0.002,FALSE,1000,67,TRUE
"60","FBgn0000166","bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"61","FBgn0000173","ben",148.055863797743,-0.985277460638735,1.29565576708275,-1469.56048846632,-414.515603002263,1457.86717291762,8.50323355760648,-1.48279937549618,0.713697990571053,0.808,0.078,0.299,0.8,0.526,0.502,FALSE,1000,61,TRUE
"62","FBgn0000179","bi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"63","FBgn0000180","bib",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"64","FBgn0000181","bic",739.480349414008,29.4232791236784,7.96101372334741,-12268.5537117173,-3643.49559134403,12381.0857924824,1.27569141533495,-15.5175758391973,1.02505598507985,0.077,0.618,0.859,0.67,0.732,0,FALSE,1000,97,TRUE
"65","FBgn0000182","BicC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"66","FBgn0000183","BicD",23.9678722478527,-2.84597368000791,0.424355754670474,26.1171409257679,-30.5276198955449,-36.2931918399956,5.88034671335782,0.153306344641391,0.458981530161201,0,0.423,0.05,0.548,0.548,0.006,FALSE,1000,75,TRUE
"67","FBgn0000206","boss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"68","FBgn0000212","brm",18.9067370964384,-1.91641932094839,0.134838395595933,0.827158972809551,-0.250483123630677,-5.79034470199917,5.07939991871961,-0.269460659915974,0.0347510844619062,0.051,0.005,0.002,0.816,0.474,0.7,FALSE,1000,34,TRUE
"69","FBgn0000216","Brd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"70","FBgn0000221","brn",6.25848216551009,-0.248415386732225,-0.174161720766352,17.7493159486479,-1.08530295866621,-18.6245789532934,1.10978539172837,0.438120970497063,0.310016848739684,0.285,0.016,0.003,0.692,0.094,0.396,FALSE,1000,115,TRUE
"71","FBgn0000227","Bsg25A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"72","FBgn0000228","Bsg25D",15.3383426875579,-0.225834053818423,0.122138213689633,-5.88526599288967,-16.4892608569977,3.58460007247593,2.5819978217574,-0.998080364135806,0.341687899245425,0.92,0.316,0.313,0.97,0.232,0.876,FALSE,1000,90,TRUE
"73","FBgn0000229","bsk",27.1135987500976,-0.356479322545533,-0.77567217450871,-3.1595818045907,-4.27798999697944,-4.74443677821747,1.32670910602249,1.20914294962049,0.0399004372681104,0.286,0.463,0.222,0.65,0.648,0,FALSE,1000,125,TRUE
"74","FBgn0000233","btd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"75","FBgn0000239","bur",76.7307843546416,3.32153561250672,-3.70761315008031,-7.12627849670807,29.5507364416529,-13.2885222318,3.01632754261267,-8.50616958640464,0.0330454714791257,0.02,0.004,0.14,0.726,0.04,0,FALSE,1000,82,TRUE
"76","FBgn0000241","bw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"77","FBgn0000244","by",59.6350456303897,0.900147170622777,1.18412696626373,-1258.85732184661,-565.047096511809,1262.83002683837,0.19235116190644,-0.634084321694653,1.00682647408151,0.894,0.684,0.945,0.92,0.31,0.114,FALSE,1000,156,TRUE
"78","FBgn0000246","c(3)G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"79","FBgn0000247","ca",14.8445715022508,0.194629144480736,-0.413843048461361,348.679151194694,31.5117589580929,-348.745970174526,-0.431602343529479,-0.821690297986598,0.999076508613264,0.405,0.038,0.175,0.442,0.16,0.254,FALSE,1000,101,TRUE
"80","FBgn0000250","cact",117.889757744921,-2.97177078988439,1.10404538929189,3956.53444578291,1957.1156584194,-3973.11000092738,1.4457499288438,-4.04644016962847,1.0075948477405,0.805,0.735,0.831,0.738,0.72,0.006,FALSE,1000,60,TRUE
"81","FBgn0000251","cad",4.17843121707991,0.09901159048398,0.208355538625011,-3.16873152704673,6.30245715760044,-0.142597032877106,2.51317761581382,-0.247527305574736,0.0320973146362079,0.883,0.363,0.485,0.78,0.082,0.532,FALSE,1000,70,TRUE
"82","FBgn0000253","Cam",138.242417610272,5.14275387198021,-8.31888105050673,-1171.12350170676,-318.757850358458,1114.10814455095,-5.98474210558389,22.2153516749709,0.426093799905291,0.016,0.139,0.022,0.438,0.46,0,FALSE,1000,114,TRUE
"83","FBgn0000256","capu",17.3249462528076,0.474946256740777,1.57097948913675,358.101797757262,72.5760846778734,-355.31699506337,2.4078786769444,-0.322190284375851,1.03688612373014,0.085,0.001,0.031,0.15,0.138,0,FALSE,1000,82,TRUE
"84","FBgn0000257","car",11.2216414925173,0.361445059720513,0.0180996669750606,25.679641162882,-26.7581071496336,-26.1230376174033,0.856748993381305,0.035296420152983,0.607943848317454,0.432,0.074,0.322,0.926,0.11,0.392,FALSE,1000,101,TRUE
"85","FBgn0000259","CkIIbeta",47.0974838503179,-2.41708922933569,-1.38735216360745,-13.2249536541419,3.16514484596328,-9.46235659653482,11.1992544914521,-1.36399530198795,0.0335125607008535,0.121,0.177,0.047,0.202,0.242,0,FALSE,1000,129,TRUE
"86","FBgn0000261","Cat",2549.94068960651,-213.209259258018,10.2267965381795,296.519145902542,-359.294944700197,-209.854449719317,59.7128249699689,161.702918805193,0.0325137579670899,0,0.08,0.126,0.144,0.882,0.034,FALSE,1000,122,TRUE
"87","FBgn0000273","Pka-C1",16.4075354281226,-0.0991493043816595,-0.546770092987554,-62.8628423101636,-15.1370405639474,57.3538581185156,1.83049657112477,1.03395153225558,0.308636230963661,0.771,0.009,0.069,0.49,0.17,0,FALSE,1000,103,TRUE
"88","FBgn0000274","Pka-C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"89","FBgn0000276","CecA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"90","FBgn0000277","CecA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"91","FBgn0000278","CecB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"92","FBgn0000279","CecC",8.46836740738231,-3.96929466576821,1.3137121352508,323.359641644958,252.36673822365,-325.174305922084,-1.5671248488802,3.09407207306923,0.524131226206752,0.372,0.08,0.684,0.722,0.564,0.24,FALSE,1000,47,TRUE
"93","FBgn0000280","Cec-Psi1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"94","FBgn0000281","Cec2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"95","FBgn0000283","Cp190",28.8081072280393,-0.512903104145386,-1.52324626827602,-4.60953116567081,3.03040917707913,-6.51294874265468,5.97536555782265,-0.726459811217946,0.0361996788808183,0.073,0.253,0.104,0.176,0.194,0.052,FALSE,1000,51,TRUE
"96","FBgn0000286","Cf2",26.9249805459962,-1.427705639215,0.774980545250658,-518.521574036445,-175.014376730826,514.947117706709,0.28492380760568,-2.34755846627244,0.824090021328131,0.58,0.079,0.281,0.358,0.926,0.002,FALSE,1000,164,TRUE
"97","FBgn0000287","salr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"98","FBgn0000289","cg",31.3211446927465,-1.90726525057076,-1.5432581776672,-272.330997023749,-118.980550546575,257.120802596809,9.2468334462897,-1.1683673067341,0.526409236201739,0.276,0.011,0.002,0.152,0.066,0.006,FALSE,1000,72,TRUE
"99","FBgn0000299","Col4a1",330.039600186652,7.54558952014494,-13.3982150418872,301.724704147227,-444.800679107955,-251.129006075645,-26.917796829389,11.5084417580152,0.731593815850219,0.615,0.593,0.637,0.61,0.876,0.258,FALSE,1000,84,TRUE
"100","FBgn0000303","ChAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"101","FBgn0000307","chif",9.87625341210164,-0.954292970256727,-0.465390730626546,-2.75256895863549,2.70842802014411,-4.33359745467306,3.22850280930001,-0.782888634889914,0.0406068401077723,0.007,0.295,0.084,0.148,0.3,0,FALSE,1000,26,TRUE
"102","FBgn0000308","chic",207.921783055681,14.253735165529,2.05186461945388,-65.1857553951033,6.23528977687678,-28.3660078969995,28.4959079481168,-6.1187257531219,0.03,0.029,0.011,0.219,0.782,0.076,0,FALSE,1000,53,TRUE
"103","FBgn0000316","cin",31.4815133085925,1.33862528927051,-2.33207360979957,1.88113343630916,8.78712810350261,-9.1069140503625,1.65421651543917,-0.483051596644034,0.0338355723089643,0.002,0.353,0.706,0.508,0.58,0,FALSE,1000,76,TRUE
"104","FBgn0000317","ck",15.6284952673659,-1.61016002307115,-0.408564289803288,-0.285323659504302,-1.62442516591076,-4.88334057283065,3.19681853085265,-0.130789303179656,0.03,0.041,0.058,0.016,0.362,0.87,0.052,FALSE,1000,50,TRUE
"105","FBgn0000318","cl",207.927937384968,12.9429413346478,7.20633898763524,9.32968540511872,-0.24750676929903,-28.6978880139704,-4.75412567536034,-8.39224727351114,0.0490266956436917,0.061,0.423,0.421,0.59,0.648,0,FALSE,1000,74,TRUE
"106","FBgn0000319","Chc",146.063768035106,-8.27590295272243,-10.0847129183095,-17.0847701708131,8.65327556934697,-36.7703575414393,16.6045704116447,4.38417613255497,0.0484771090006788,0.007,0.524,0.09,0.26,0.754,0,FALSE,1000,63,TRUE
"107","FBgn0000320","eya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"108","FBgn0000326","clt",32.0565502175724,-0.236650539788734,0.278473100813406,-83.0247788269198,-34.6753021791559,85.9483844607493,-0.404190121184937,0.214254220270076,0.456576868112676,0.582,0.269,0.7,0.894,0.294,0,FALSE,1000,88,TRUE
"109","FBgn0000330","cm",25.6904121683002,-0.101838194147378,-0.0768729143611307,2.78556283740543,-1.52314981220921,-6.79424300410098,1.94970269805246,0.401660717642096,0.03,0.955,0.024,0.086,0.896,0.082,0.066,FALSE,1000,57,TRUE
"110","FBgn0000337","cn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"111","FBgn0000339","cni",98.5975508974836,-3.47924496416216,1.10244910268867,433.285314781984,89.5094259167864,-452.899072066577,2.81482314460451,0.88613740710462,0.493645541745811,0.388,0.676,0.769,0.66,0.988,0,FALSE,1000,141,TRUE
"112","FBgn0000346","comt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"113","FBgn0000351","cort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"114","FBgn0000352","cos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"115","FBgn0000355","Cp15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"116","FBgn0000356","Cp16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"117","FBgn0000357","Cp18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"118","FBgn0000358","Cp19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"119","FBgn0000359","Cp36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"120","FBgn0000360","Cp38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"121","FBgn0000370","crc",696.586408062889,-37.9777193489728,-8.90410645156225,-22.7890658509496,12.2473904187739,158.45488320281,42.438406211034,6.1586637699112,0.0408660031836992,0.065,0.941,0.123,0.866,0.15,0,FALSE,1000,80,TRUE
"122","FBgn0000376","crm",6.94107256704163,0.229591345904276,-0.148927434113554,9.92443825921687,-12.2855855964392,-12.3547785859569,2.34380433465332,0.481508385005762,0.372251484468779,0.71,0.187,0.222,0.5,0.038,0.826,FALSE,1000,51,TRUE
"123","FBgn0000377","crn",21.9784750958823,0.995485842551796,-1.28602095907693,4.44930769050506,3.57588041333038,-6.57831339802696,0.154803553729545,0.0827790878533455,0.0394671249668484,0.004,0.555,0.874,0.67,0.74,0.29,FALSE,1000,111,TRUE
"124","FBgn0000382","csw",55.3679382833518,0.432061713051744,-2.22563396142777,-42.0759970582409,-51.7804627326342,43.8803066999786,3.36203206852771,2.40300943766603,0.279519605968725,0.584,0.104,0.421,0.462,0.73,0.026,FALSE,1000,162,TRUE
"125","FBgn0000384","cta",20.5109059529072,-0.0145913066584468,-0.693106722597936,-7.26422876359613,4.91148923072286,-4.75291645692044,5.41187423612469,-2.14644083517682,0.03,0.244,0,0.002,0.13,0,0,FALSE,1000,80,TRUE
"126","FBgn0000392","cup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"127","FBgn0000394","cv",45.4181244495896,-2.97345578132859,2.24769745211485,4.99145538910351,-3.47968954412682,-7.64524862743757,1.64931461668435,-0.580523202830357,0.03,0.179,0.456,0.631,0.852,0.32,0.794,FALSE,1000,60,TRUE
"128","FBgn0000395","cv-2",9.34700286079645,-0.867807691078773,-0.255081090076435,581.10615947051,228.519460618878,-582.630448482321,-0.12986660159621,1.22932166321499,0.850630384277816,0.194,0,0.058,0.06,0.398,0,FALSE,1000,138,TRUE
"129","FBgn0000404","CycA",7.8939527183517,2.00870639930678,-0.0787815803383341,-0.0815216952501986,31.1184035947299,-24.4434395417888,6.41666564918903,-14.2064404065366,0.03,0.86,0.663,0.644,0.776,0.168,0.13,FALSE,1000,96,TRUE
"130","FBgn0000405","CycB",15.4218920873907,6.10317949001225,0.567815616037772,-4.51010397910433,60.1408093336185,-37.7053099283947,14.890558314521,-24.9392961594693,0.0349341393272019,0.509,0.684,0.67,0.644,0.34,0.262,FALSE,1000,46,TRUE
"131","FBgn0000406","Cyt-b5-r",1208.14395367616,170.822772669749,84.7907590840592,-89999.0937089529,-26858.3963603886,90379.4238388976,-261.078698368251,-75.3591981186794,0.967552012065528,0.043,0.738,0.175,0.622,0.628,0.374,FALSE,1000,144,TRUE
"132","FBgn0000411","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
