"","geneid","gene_name","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"99","FBgn0000299","Col4a1",307.976958947793,-20.2569589477929,-15.36,NA,NA,NA,NA,NA,NA
"100","FBgn0000303","ChAT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","FBgn0000307","chif",9.87066042689759,-0.95878687839887,-0.461988440443618,0.640434133801587,1.44013792403525,-4.71137300370077,0.0696274466987993,NA,NA
"102","FBgn0000308","chic",203.34,42.14,NA,NA,NA,NA,NA,NA,NA
"103","FBgn0000316","cin",31.7571222623986,1.85570858166752,-2.54661514037812,3.02550869478128,7.55354904695275,-8.1179217320869,0.03,NA,NA
"104","FBgn0000317","ck",16.4400287280819,7.57693922491716,-4.72621042871642,0.160350000350305,NA,NA,NA,NA,NA
"105","FBgn0000318","cl",209.57268027403,16.8773197259702,7.81268027402979,NA,NA,NA,NA,NA,NA
"106","FBgn0000319","Chc",146.466323796649,-8.23834798516884,-10.0263238090542,-2.53768350812521,0.685416953048456,-38.724459388501,0.0712713645417696,NA,NA
"107","FBgn0000320","eya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","FBgn0000326","clt",31.97,-2.38,NA,NA,NA,NA,NA,NA,NA
"109","FBgn0000330","cm",25.5285364858514,2.72714650592558,-1.51165127251783,-6.80395941493076,1.84451127022412,0.31265351761191,0.0300549646253063,NA,NA
"110","FBgn0000337","cn",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","FBgn0000339","cni",95.9327187048215,491.436740021502,103.744355520663,-510.406153287565,0.540143921572834,NA,NA,NA,NA
"112","FBgn0000346","comt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","FBgn0000351","cort",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","FBgn0000352","cos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","FBgn0000355","Cp15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","FBgn0000356","Cp16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","FBgn0000357","Cp18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","FBgn0000358","Cp19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","FBgn0000359","Cp36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","FBgn0000360","Cp38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","FBgn0000370","crc",704.223907939473,-34.0954699609674,-7.29686501728427,-9.91955843420093,6.34052927007813,166.74634509701,0.0401281392876848,NA,NA
"122","FBgn0000376","crm",6.95000000004037,3.21117672932311,0.133589148932008,0.0713175540567215,NA,NA,NA,NA,NA
"123","FBgn0000377","crn",21.9691575677861,1.02361473903811,-1.26873956859363,4.6920680736367,3.8068321346679,-6.79255552930057,0.0397055115935018,NA,NA
"124","FBgn0000382","csw",56.15,-5.56,NA,NA,NA,NA,NA,NA,NA
"125","FBgn0000384","cta",20.4432958848141,-7.22630230603179,4.95256895144628,-4.68304133109438,5.30749468756864,-2.81913046669692,0.03,NA,NA
"126","FBgn0000392","cup",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","FBgn0000394","cv",48.27,-4.25,NA,NA,NA,NA,NA,NA,NA
"128","FBgn0000395","cv-2",9.396700229481,578.482802745145,224.473022034826,-579.052321580463,-1.09363992525241,1.10463453150624,0.844142687129511,NA,NA
"129","FBgn0000404","CycA",10.26,NA,NA,NA,NA,NA,NA,NA,NA
"130","FBgn0000405","CycB",18.74,NA,NA,NA,NA,NA,NA,NA,NA
"131","FBgn0000406","Cyt-b5-r",1149.85992871693,62.4932267405674,73.4018458229967,-85638.5611195783,-26244.6329361971,1.00393170399954,NA,NA,NA
"132","FBgn0000411","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","FBgn0000412","D1",52.6923981033155,7.98331905321283,8.05558643187898,-18.3264393258167,0.0398432809379409,NA,NA,NA,NA
"134","FBgn0000414","Dab",9.86,-0.529999999999999,NA,NA,NA,NA,NA,NA,NA
"135","FBgn0000416","Sap-r",874.195,-44.6350000000001,-61.3059383339005,NA,NA,NA,NA,NA,NA
"136","FBgn0000422","Ddc",41.3249059435242,-3.24536521735897,6.816648197543,3.04895530667237,-4.59451783857362,-14.5049653303468,0.03,NA,NA
"137","FBgn0000426","SmF",32.8807500927456,4.87377075899666,4.69150916020353,10.6292606454662,-4.4933557250588,-28.4817172126575,0.0399022484944673,NA,NA
"138","FBgn0000427","dec-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","FBgn0000439","Dfd",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","FBgn0000442","Pkg21D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","FBgn0000447","Dhod",46.5298149873031,4.68893065297652,-0.0270585376824632,204.682900501174,-53.9115151008226,-202.571655574817,0.609921501731522,NA,NA
"142","FBgn0000448","Hr3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","FBgn0000449","dib",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","FBgn0000451","ect",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","FBgn0000454","Dip-B",88.1291174785123,16.3183514923833,-6.14694923383685,-41.0973207231762,0.03,NA,NA,NA,NA
"146","FBgn0000455","Dip-C",61.2822285832148,5.49568288184341,2.57139589961527,-18.707836759363,0.03,NA,NA,NA,NA
"147","FBgn0000459","disco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","FBgn0000463","Dl",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","FBgn0000464","Lar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","FBgn0000473","Cyp6a2",9.6913285305564,-1.03956030631364,2.22538882478085,-129.097507118692,-48.5051590595922,0.491096054128758,NA,NA,NA
"151","FBgn0000477","DNaseII",73.5588423434738,44.1511659159298,13.0953739173715,-75.3612130642508,-25.6931231028703,-12.5456804834064,0.03,NA,NA
"152","FBgn0000479","dnc",14.1535622141241,1.06643778587587,NA,NA,NA,NA,NA,NA,NA
"153","FBgn0000482","dor",10.2987819258071,3.0046737845267,-0.237357687084102,0.0703909753555204,NA,NA,NA,NA,NA
"154","FBgn0000489","Pka-C3",17.94,-1.63071106160672,1.19552558883258,2.99,NA,NA,NA,NA,NA
"155","FBgn0000490","dpp",18.1760732598583,-4.48595594483501,-21.5569294143773,4.35294182291507,2.58249947306091,0.862899131172157,0.249858166986951,NA,NA
"156","FBgn0000492","Dr",12.7333333333333,0.0173205080756878,-2.19666666666667,NA,NA,NA,NA,NA,NA
"157","FBgn0000499","dsh",11.6379387970542,-0.979888561122371,0.187750763983507,1.02671548901022,0.270960704831228,-3.0663510624847,0.0364837490912756,NA,NA
"158","FBgn0000500","Dsk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","FBgn0000504","dsx",43.2599485580276,-3.17036668098683,3.88530293133349,1874.55916559841,302.565827423178,0.995950846944149,NA,NA,NA
"160","FBgn0000520","dwg",8.04983232366731,14.3295720912484,-16.6898328625318,-15.5494044163154,0.594292171649155,0.425875563452978,NA,NA,NA
"161","FBgn0000524","dx",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","FBgn0000527","e",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","FBgn0000529","bsh",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","FBgn0000533","ea",21.9486329534057,-1.60120323051964,4.56146363462719,2.81797967357429,-0.41290938696724,-9.69195666969951,0.0400258655021518,NA,NA
"165","FBgn0000535","eag",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","FBgn0000536","eas",180.203061755073,-2.29482964249604,-64.7160969391231,-41.2674356971713,-35.9051755218832,-1.99297011404368,0.101862604824367,NA,NA
"167","FBgn0000541","E(bx)",17.0814541014491,-7.54771632864072,7.40747098870974,-2.21991975807852,4.4421873681914,-2.08155050539666,0.0398094082546642,NA,NA
"168","FBgn0000542","ec",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","FBgn0000543","ecd",23.5003278866652,1.06314749302558,-1.17034995665962,18.4358382205327,-17.1276757312173,-14.1113980491347,0.398733823708512,NA,NA
"170","FBgn0000546","EcR",13.1147520861407,-0.895117976079826,-0.730129937779494,2.44511797607983,NA,NA,NA,NA,NA
"171","FBgn0000547","ed",19.9795378999823,-19.8771375955352,-9.77820065903688,9.87354318249565,3.5851711087307,1.03301818906281,0.130863981026875,NA,NA
"172","FBgn0000551","Edg78E",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","FBgn0000552","Edg84A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","FBgn0000557","eEF1alpha2",10.61,-2.31,NA,NA,NA,NA,NA,NA,NA
"175","FBgn0000559","eEF2",2780.58742745388,-65.4906290529836,-92.0404411842068,-250.854931793491,271.118594288178,445.485687281743,217.677309713548,30.7238350084517,0.0341164189432819
"176","FBgn0000560","eg",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","FBgn0000562","egl",26.36,-1.36,NA,NA,NA,NA,NA,NA,NA
"178","FBgn0000564","Eh",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","FBgn0000565","MsrA",257.881724644375,-86.0462878080184,-25.8023414989117,186.640722991563,-62.8819865746625,0.0355643594545415,NA,NA,NA
"180","FBgn0000566","Eip55E",72.8800000010982,23.4943646875863,-1.26423157864337,-40.1643256219691,0.0302710978074988,NA,NA,NA,NA
"181","FBgn0000567","Eip74EF",6.93299383410203,-0.827006165897971,-0.627583302491977,NA,NA,NA,NA,NA,NA
"182","FBgn0000568","Eip75B",55.54,5.775,-0.905000000000018,NA,NA,NA,NA,NA,NA
"183","FBgn0000575","emc",54.2989208394222,-13.3677414101178,1.48516965921709,18.7562408780277,0.03,NA,NA,NA,NA
"184","FBgn0000576","ems",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","FBgn0000577","en",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","FBgn0000578","ena",6.09606469220978,-0.489459625888572,0.646028969856738,9.77305582533496,0.928203948669622,-11.8259620323458,0.249517472133542,NA,NA
"187","FBgn0000579","Eno",772.786529351831,-50.8281529424778,64.8966846521327,-10674.4592852247,-4159.92695582522,10507.186499372,0.708099338613426,NA,NA
"188","FBgn0000581","E(Pc)",13.8469256208094,-0.796925618680817,-0.483393488220523,-11.1209045180941,-14.3306768494255,4.95766262175927,2.85336474534142,0.101167307534069,0.250205113633932
"189","FBgn0000588","esc",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","FBgn0000591","E(spl)m8-HLH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","FBgn0000592","Est-6",189.32638267001,-60.1936173299897,21.6763826700102,48.445,-15.2628194642161,NA,NA,NA,NA
"192","FBgn0000594","Est-P",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","FBgn0000606","eve",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","FBgn0000611","exd",54.8164374543861,-2.00416533909953,5.82583812920419,-13.1816904302482,3.29147697521635,-3.6933102809437,0.03,NA,NA
"195","FBgn0000615","exu",6.36,NA,NA,NA,NA,NA,NA,NA,NA
"196","FBgn0000617","e(y)1",17.4091041402831,1.65414571136579,-1.50253605111527,-4.35572098150406,0.484548562206564,0.0401670117534785,NA,NA,NA
"197","FBgn0000618","e(y)2",40.8141036775237,12.3840792145575,-0.109064438940804,-8.13893289434841,0.0377171719946346,NA,NA,NA,NA
"198","FBgn0000625","eyg",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","FBgn0000629","E(z)",12.4991809552443,2.34389855939103,0.40081876919739,-3.78629368896558,0.0407342791821141,NA,NA,NA,NA
"200","FBgn0000633","CG17716",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","FBgn0000635","Fas2",19.8649674686856,-108.519665393216,-54.3006141548475,96.9139137441746,6.51737492921555,1.64357385513572,0.426036797628257,NA,NA
"202","FBgn0000636","Fas3",17.41,4.36,NA,NA,NA,NA,NA,NA,NA
"203","FBgn0000639","Fbp1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","FBgn0000640","Fbp2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","FBgn0000644","Fcp3C",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","FBgn0000658","fj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","FBgn0000659","fkh",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","FBgn0000662","fl(2)d",27.2415216980072,-258.175282748874,-155.752782814036,253.793242311429,0.99521726217213,NA,NA,NA,NA
"209","FBgn0000667","Actn",81.2129053994908,-2.05820195147292,6.43883603667468,-5.01506575946223,-16.2202048091253,21.348048822874,0.0397738350705715,NA,NA
"210","FBgn0000709","fliI",12.4908603397304,-0.250750384681418,-0.831194415429318,1.45333733826939,2.21287003139546,-3.45631665153809,0.0391720268277741,NA,NA
"211","FBgn0000711","flw",14.8326938220044,1.63260149709388,2.97341696475235,-5.6282742286765,0.0494139516971801,NA,NA,NA,NA
"212","FBgn0000715","FMRFa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","FBgn0000719","fog",9.92,-0.460000000000001,NA,NA,NA,NA,NA,NA,NA
"214","FBgn0000721","for",180.545,-14.755,-10.615,14.9196403388281,NA,NA,NA,NA,NA
"215","FBgn0000723","FER",17.84,2,NA,NA,NA,NA,NA,NA,NA
"216","FBgn0000808","gd",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","FBgn0000810","fs(1)K10",6.72294527703942,1.98368577396267,-0.303845670700406,0.0415666855215597,NA,NA,NA,NA,NA
"218","FBgn0000826","png",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","FBgn0000927","fs(1)Ya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","FBgn0000928","fs(1)Yb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","FBgn0000964","tj",11.3966666666667,-1.85333333333333,NA,NA,NA,NA,NA,NA,NA
"222","FBgn0000996","dup",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","FBgn0001075","ft",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","FBgn0001077","ftz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","FBgn0001078","ftz-f1",8.69,1.19,NA,NA,NA,NA,NA,NA,NA
"226","FBgn0001079","fu",5.98769106050017,0.60319068676566,1.70565611484945,-1.34914625440509,0.225773682718731,-0.817390653381526,0.03,NA,NA
"227","FBgn0001083","fw",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","FBgn0001084","fy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","FBgn0001085","fz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","FBgn0001086","fzy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","FBgn0001087","g",16.4659316906339,0.112418465061715,-1.00041058248162,-3.18458693622796,4.22237745596438,-4.67478827716548,2.60660200348016,-1.65708181748447,0.03
"232","FBgn0001089","Gal",12.3765985627449,1.67340143779104,1.4939260075854,-2696.25304578279,-742.818535762792,2702.6554130263,0.908120072378938,NA,NA
"233","FBgn0001090","bnb",39.4450461600111,-28.3722722590642,-18.2931018893079,0.0356566594499715,NA,NA,NA,NA,NA
"234","FBgn0001091","Gapdh1",738.120265949208,-65.6981263589665,60.1720146978406,-21391.0727807243,-7087.12443374217,21246.6485760098,0.731148767026171,NA,NA
"235","FBgn0001092","Gapdh2",802.98299803878,-78.5324700111774,112.67373621804,-21653.7840521638,-7355.63999895512,21541.3238422915,0.817875833274109,NA,NA
"236","FBgn0001098","Gdh",160.806434988011,18.919768321344,-20.9166666666667,NA,NA,NA,NA,NA,NA
"237","FBgn0001099","gdl",6.49019938867011,-1.00179277188981,0.553008071428703,-1.18363933801414,3.18715224306384,-0.950768257659725,-1.48089975420604,0.03,NA
"238","FBgn0001104","Galphai",22.8001983927517,-2.41405255873331,7.73826673108427,-14.0132526422658,3.78536821599302,-3.42233291258148,0.0403229638106012,NA,NA
"239","FBgn0001105","Gbeta13F",59.0871984819467,-2.22855590141221,-4.15980347262725,-15.4795290225499,6.07136414266601,-7.15280127139128,13.5214605545242,1.38293164957991,0.03
"240","FBgn0001108","DCTN1-p150",27.3330736252623,-1.4876058839433,3.54190697095474,-6.72952878660245,4.28271016998447,-2.29726959084865,0.03,NA,NA
"241","FBgn0001112","Gld",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","FBgn0001114","Glt",341.814135852923,15.322432012764,-47.7104579646337,116.096384277125,-15.3988254237324,-134.244027547713,-74.7898619140028,54.1904617198251,0.0413969581379961
"243","FBgn0001120","gnu",6.45,NA,NA,NA,NA,NA,NA,NA,NA
"244","FBgn0001122","Galphao",15.1471456715048,-5.9477862682375,7.66162158285819,1.57888205993405,1.33947442052086,-2.17473302345378,0.050374852746311,NA,NA
"245","FBgn0001123","Galphas",44.82,0.859999999999999,3.2,NA,NA,NA,NA,NA,NA
